51	3.9248704663	0.0021696504
50	3.9248704663	0.0021696504
49	3.9248704663	0.0021696504
48	3.9248704663	0.0021696504
47	3.9238740534	0.0021693525
46	3.9248704663	0.0021696504
45	3.9248704663	0.0021696504
44	3.9248704663	0.0021696504
43	3.9248704663	0.0021696504
42	3.9248704663	0.0021696504
41	3.9248704663	0.0021696504
40	3.9248704663	0.0021696504
39	3.9248704663	0.0021696504
38	3.9248704663	0.0021696504
37	3.9248704663	0.0021696504
36	3.9248704663	0.0021696504
35	3.9248704663	0.0021696504
34	3.9248704663	0.0021696504
33	3.9248704663	0.0021696504
32	3.9248704663	0.0021696504
31	3.9248704663	0.0021696504
30	3.9248704663	0.0021696504
29	3.9258668792	0.0021699483
28	3.9258668792	0.0021699483
27	3.9258668792	0.0021699483
26	3.9258668792	0.0021699483
25	3.9258668792	0.0021699483
24	3.9258668792	0.0021699483
23	3.9258668792	0.0021699483
22	3.9258668792	0.0021699483
21	3.9268632921	0.0021702461
20	3.9268632921	0.0021702461
19	3.9278597051	0.002170544
18	3.9278597051	0.002170544
17	3.9278597051	0.002170544
16	3.928856118	0.0021708418
15	3.928856118	0.0021708418
14	3.9298525309	0.0021711397
13	3.9298525309	0.0021711397
12	3.9308489438	0.0021714375
11	3.9318453567	0.0021717354
10	3.9328417696	0.0021720332
9	3.9338381825	0.0021723311
8	3.9348345955	0.0021726289
7	3.9368274213	0.0021732246
6	3.9388202471	0.0021738203
5	3.9408130729	0.002174416
4	3.9438023117	0.0021753096
3	3.9467915504	0.0021762031
2	3.9497807892	0.0021770967
1	3.9547628537	0.0021785859
-6.22E-015	3.9607413312	0.0021803731
-1	3.9707054603	0.0021833516
-2	3.9776803507	0.0021854365
-3	3.9906337186	0.0021893086
-4	3.9986050219	0.0021916914
-5	4.0055799123	0.0021937764
-6	4.0115583898	0.0021955635
-7	4.0125548027	0.0021958613
-8	4.0065763252	0.0021940742
-9	3.997608609	0.0021913936
-10	3.9836588282	0.0021872236
-11	3.974691112	0.002184543
-12	3.962734157	0.0021809688
-13	3.9567556796	0.0021791816
-14	3.9487843762	0.0021767988
-15	3.9447987246	0.0021756074
-16	3.93981666	0.0021741182
-17	3.9378238342	0.0021735225
-18	3.9358310084	0.0021729268
-19	3.9338381825	0.0021723311
-20	3.9328417696	0.0021720332
-21	3.9308489438	0.0021714375
-22	3.9308489438	0.0021714375
-23	3.9298525309	0.0021711397
-24	3.928856118	0.0021708418
-25	3.9278597051	0.002170544
-26	3.9278597051	0.002170544
-27	3.9278597051	0.002170544
-28	3.9268632921	0.0021702461
-29	3.9268632921	0.0021702461
-30	3.9268632921	0.0021702461
-31	3.9268632921	0.0021702461
-32	3.9258668792	0.0021699483
-33	3.9258668792	0.0021699483
-34	3.9258668792	0.0021699483
-35	3.9258668792	0.0021699483
-36	3.9258668792	0.0021699483
-37	3.9258668792	0.0021699483
-38	3.9258668792	0.0021699483
-39	3.9248704663	0.0021696504
-40	3.9258668792	0.0021699483
-41	3.9258668792	0.0021699483
-42	3.9248704663	0.0021696504
-43	3.9248704663	0.0021696504
-44	3.9248704663	0.0021696504
-45	3.9248704663	0.0021696504
-46	3.9248704663	0.0021696504
-47	3.9248704663	0.0021696504
-48	3.9248704663	0.0021696504
-49	3.9248704663	0.0021696504
-50	3.9238740534	0.0021693525
