64 1463068234 713654 0.0347946 
115 1463070084 425343 0.027875 
190 1463071943 659078 0.0407571 
250 1463073776 163087 0.0330792 
311 1463075634 656251 0.0332287 
367 1463077553 704597 0.0294827 
412 1463079488 689726 0.0234303 
446 1463081386 134979 0.0180232 
471 1463083252 660674 0.0134472 
496 1463085102 268384 0.0135666 
522 1463087013 863658 0.013669 
540 1463088883 807776 0.00966674 
564 1463090885 657263 0.0120347 
588 1463092772 819073 0.0127841 
616 1463094736 958089 0.0143253 
649 1463096594 475942 0.0179029 
669 1463098403 664930 0.011086 
698 1463100239 691660 0.0158782 
734 1463102067 65398 0.0198364 
758 1463103885 431178 0.0132526 
794 1463105835 650851 0.0185759 
832 1463107655 743275 0.0210188 
859 1463109510 127639 0.0146035 
886 1463111345 995659 0.0148131 
917 1463113204 264202 0.0167647 
951 1463115048 355115 0.0185661 
992 1463117104 587838 0.0200843 
1034 1463118954 328556 0.0229013 
1078 1463120866 12550 0.0231599 
1126 1463122691 857345 0.0265312 
1192 1463124512 616835 0.0366666 
1250 1463126336 568758 0.0321014 
1324 1463128185 773018 0.040574 
1402 1463130012 217669 0.0432922 
1452 1463131840 309164 0.0275728 
1504 1463133681 988196 0.028491 
1569 1463135510 414367 0.0360227 
1635 1463137337 465277 0.0365179 
1698 1463139195 205002 0.0342737 
1773 1463141054 279930 0.0409169 
1836 1463142877 141558 0.0349139 
1899 1463144753 173656 0.0339442 
1978 1463146575 387921 0.0438804 
2035 1463148438 116113 0.0308415 
2096 1463150314 949174 0.0328331 
2165 1463152169 200597 0.0376859 
2207 1463153988 758122 0.0233016 
2266 1463155827 378472 0.0324003 
2325 1463157648 363534 0.0327696 
2396 1463159474 949417 0.0394113 
2456 1463161294 786241 0.0333279 
2516 1463163112 398758 0.0333194 
2573 1463164949 799960 0.0312837 
2615 1463166845 150564 0.0223105 
2645 1463168665 887943 0.0165966 
2678 1463170503 725942 0.018069 
2702 1463172372 743064 0.0128899 
2733 1463174225 435025 0.0168374 
2758 1463176068 79203 0.0136213 
2801 1463177971 329903 0.0227762 
2824 1463179790 322264 0.0126901 
2858 1463181620 984925 0.0186614 
2897 1463183572 29664 0.0201478 
2921 1463185477 495275 0.0126544 
2956 1463187348 407776 0.018806 
2985 1463189170 225533 0.0160082 
3012 1463191092 641280 0.0141113 
3048 1463192926 97074 0.019753 
3084 1463194796 741772 0.0193769 
3112 1463196653 963607 0.0151609 
3144 1463198464 229395 0.0177582 
3180 1463200321 471965 0.0195494 
3222 1463202142 410835 0.0232346 
3254 1463203953 39631 0.0177566 
3293 1463205769 470652 0.0216429 
3345 1463207596 626460 0.0287264 
3424 1463209445 428572 0.0433005 
3490 1463211294 230297 0.036102 
3545 1463213125 878462 0.030304 
3619 1463214952 681992 0.0410332 
3679 1463216801 889978 0.0328143 
3736 1463218789 625382 0.0289688 
3793 1463220640 636649 0.0310844 
3859 1463222506 498355 0.0358492 
3936 1463224350 440724 0.0423225 
4006 1463226212 396787 0.0380656 
4052 1463228165 708052 0.0237451 
4129 1463230074 274674 0.0409621 
4192 1463231908 383484 0.0347148 
4265 1463233746 284737 0.0402653 
4326 1463235670 846703 0.0320487 
4397 1463237606 684225 0.0371031 
4462 1463239461 820518 0.0354184 
4523 1463241289 802486 0.0336982 
4589 1463243151 566917 0.0358791 
4654 1463245047 939186 0.0347082 
4718 1463246918 538188 0.0345343 
4765 1463248735 395169 0.0260876 
4817 1463250553 77833 0.0288613 
4874 1463252376 720033 0.0316303 
4916 1463254315 124811 0.0218118 
4955 1463256129 760319 0.0216629 
4987 1463257972 645081 0.0174427 
5013 1463259872 368487 0.0137367 
5041 1463261720 484506 0.0152073 
5076 1463263562 885559 0.0191138 
5106 1463265402 606365 0.0163904 
5133 1463267321 36963 0.014147 
5161 1463269148 714124 0.0153973 
5203 1463270975 6901 0.0231579 
5234 1463272867 388734 0.016456 
5265 1463274772 437853 0.0163634 
5294 1463276725 420947 0.0149039 
5329 1463278649 734089 0.0183101 
5360 1463280494 427521 0.016898 
5397 1463282418 251636 0.0193326 
5429 1463284247 856360 0.01757 
5466 1463286071 44315 0.0204526 
5508 1463287924 191344 0.0228225 
5536 1463289779 989694 0.0151676 
5576 1463291647 894526 0.0215717 
5636 1463293468 718015 0.0332741 
5704 1463295317 805728 0.0372172 
5772 1463297159 977577 0.0373002 
5834 1463298993 604250 0.034147 
5898 1463300850 977620 0.0349265 
5957 1463302706 510454 0.0321796 
6019 1463304565 856644 0.0337452 
6082 1463306391 248766 0.0349548 
6148 1463308310 296376 0.0348166 
6211 1463310181 956822 0.0339733 
6291 1463312014 588886 0.0442869 
6375 1463313840 889915 0.0465957 
