2 1462791223 966972 0.00703279 
36 1462791287 26981 0.565787 
78 1462791361 740396 0.642254 
96 1462791428 100032 0.296255 
132 1462791494 353470 0.590674 
159 1462791571 191628 0.377821 
176 1462791637 949530 0.279469 
208 1462791711 401435 0.497682 
245 1462791787 557399 0.561752 
268 1462791855 802865 0.372446 
295 1462791918 511842 0.4449 
328 1462791986 484895 0.532511 
350 1462792058 899803 0.350368 
380 1462792125 297540 0.496913 
420 1462792195 628401 0.659848 
448 1462792264 289882 0.424809 
488 1462792339 385597 0.621696 
514 1462792405 27364 0.433291 
555 1462792475 284776 0.666283 
583 1462792544 173538 0.437342 
632 1462792614 404750 0.787564 
674 1462792685 56805 0.680496 
716 1462792759 944451 0.665542 
770 1462792829 64544 0.897873 
834 1462792897 332573 1.05765 
885 1462792969 624391 0.80816 
947 1462793042 207789 1.01208 
1027 1462793111 357235 1.30499 
1116 1462793177 947982 1.47522 
1215 1462793249 647341 1.64858 
