1 1462879227 62047 0 1988.14 1.6384e+07
2 1462879227 128622 0.066575 1987.66 1.6384e+07
3 1462879227 371618 0.242996 1988.01 1.6384e+07
4 1462879228 282621 0.911003 1988.1 1.6384e+07
5 1462879228 566207 0.283586 1987.97 1.6384e+07
6 1462879228 586710 0.020503 1987.92 1.6384e+07
7 1462879228 647066 0.060356 1987.69 1.6384e+07
8 1462879228 690932 0.043866 1987.56 1.6384e+07
9 1462879228 812110 0.121178 1988.01 1.6384e+07
10 1462879229 14767 0.202657 1987.71 1.6384e+07
11 1462879229 76069 0.061302 1987.53 1.6384e+07
12 1462879229 90304 0.014235 1987.73 1.6384e+07
13 1462879229 151015 0.060711 1988.06 1.6384e+07
14 1462879229 322389 0.171374 1987.77 1.6384e+07
15 1462879229 537212 0.214823 1987.77 1.6384e+07
16 1462879229 545163 0.007951 1987.71 1.6384e+07
17 1462879229 657485 0.112322 1987.77 1.6384e+07
18 1462879230 555889 0.898404 1987.82 1.6384e+07
19 1462879230 595483 0.039594 1987.53 1.6384e+07
20 1462879230 648863 0.05338 1987.46 1.6384e+07
21 1462879230 658186 0.009323 1987.4 1.6384e+07
22 1462879230 709756 0.05157 1974.21 1.6384e+07
23 1462879230 946175 0.236419 1987.69 1.6384e+07
24 1462879231 206906 0.260731 1987.92 1.6384e+07
25 1462879231 374092 0.167186 1987.77 1.6384e+07
26 1462879231 912200 0.538108 1987.49 1.6384e+07
27 1462879232 378253 0.466053 1987.72 1.6384e+07
28 1462879232 713240 0.334987 1987.77 1.6384e+07
29 1462879232 743168 0.029928 1986.72 1.6384e+07
30 1462879233 128945 0.385777 1987.84 1.6384e+07
31 1462879233 399519 0.270574 1987.76 1.6384e+07
32 1462879233 551658 0.152139 1987.69 1.6384e+07
33 1462879233 654573 0.102915 1987.86 1.6384e+07
34 1462879233 773194 0.118621 1988.01 1.6384e+07
35 1462879234 714586 0.941392 1987.71 1.6384e+07
36 1462879235 387691 0.673105 1987.79 1.6384e+07
37 1462879235 740736 0.353045 1987.99 1.6384e+07
38 1462879236 106674 0.365938 1987.24 1.6384e+07
39 1462879236 117416 0.010742 1987.79 1.6384e+07
40 1462879236 532615 0.415199 1987.42 1.6384e+07
41 1462879236 827972 0.295357 1987.55 1.6384e+07
42 1462879237 167209 0.339237 1987.69 1.6384e+07
43 1462879237 373481 0.206272 1987.57 1.6384e+07
44 1462879237 443453 0.069972 1987.66 1.6384e+07
45 1462879237 630202 0.186749 1987.86 1.6384e+07
46 1462879237 644976 0.014774 1987.4 1.6384e+07
47 1462879237 856749 0.211773 1987.95 1.6384e+07
48 1462879237 915352 0.058603 1987.78 1.6384e+07
49 1462879237 949349 0.033997 1987.79 1.6384e+07
50 1462879238 211796 0.262447 1987.75 1.6384e+07
51 1462879238 878396 0.6666 1987.62 1.6384e+07
52 1462879239 294892 0.416496 1987.71 1.6384e+07
53 1462879239 414190 0.119298 1988.04 1.6384e+07
54 1462879239 670263 0.256073 1988.06 1.6384e+07
55 1462879240 45901 0.375638 1987.62 1.6384e+07
56 1462879240 226316 0.180415 1987.62 1.6384e+07
