1 1462789821 668530 0 1036.09 1.6384e+07
2 1462789824 477005 2.80848 1036.06 1.6384e+07
3 1462789826 338674 1.86167 1036.22 1.6384e+07
4 1462789827 38001 0.699327 1036.27 1.6384e+07
5 1462789829 243791 1.79421 1036.26 1.6384e+07
6 1462789830 875534 0.368257 1036.26 1.6384e+07
7 1462789831 208256 0.332722 1036.2 1.6384e+07
8 1462789833 34836 1.82658 1019.85 1.6384e+07
9 1462789833 594659 0.559823 1036.11 1.6384e+07
10 1462789834 455049 0.86039 1036.22 1.6384e+07
11 1462789835 427471 0.972422 1036.27 1.6384e+07
12 1462789837 280766 1.85329 1036.26 1.6384e+07
13 1462789837 784137 0.503371 1036.18 1.6384e+07
14 1462789837 936166 0.152029 1021.59 1.6384e+07
15 1462789838 358175 0.422009 1036.29 1.6384e+07
16 1462789841 966621 2.39155 1036.37 1.6384e+07
17 1462789843 20138 1.05352 1036.16 1.6384e+07
18 1462789843 247008 0.22687 1036.15 1.6384e+07
19 1462789844 39720 0.792712 1036.29 1.6384e+07
20 1462789845 301447 0.738273 1036.16 1.6384e+07
21 1462789846 52785 0.751338 1019.79 1.6384e+07
22 1462789846 729425 0.67664 1019.26 1.6384e+07
23 1462789846 980568 0.251143 1036.38 1.6384e+07
24 1462789848 541368 1.5608 1036.18 1.6384e+07
25 1462789849 474902 0.933534 1036.22 1.6384e+07
26 1462789850 648414 0.826488 1036.27 1.6384e+07
27 1462789851 335868 0.687454 1036.29 1.6384e+07
28 1462789854 592263 2.74361 1036.23 1.6384e+07
29 1462789854 714914 0.122651 1035.8 1.6384e+07
30 1462789854 893313 0.178399 1021.35 1.6384e+07
31 1462789855 239143 0.34583 1036.26 1.6384e+07
32 1462789858 307824 2.93132 1021.27 1.6384e+07
33 1462789858 352256 0.044432 1036.29 1.6384e+07
34 1462789858 889802 0.537546 1012.04 1.6384e+07
35 1462789859 756544 0.866742 1036.26 1.6384e+07
36 1462789860 956368 0.800176 1036.09 1.6384e+07
37 1462789861 694937 0.738569 1036.37 1.6384e+07
38 1462789862 614015 0.919078 1036.13 1.6384e+07
39 1462789866 779215 3.8348 1036.38 1.6384e+07
40 1462789869 393401 2.61419 1036.22 1.6384e+07
41 1462789869 499505 0.106104 1036.29 1.6384e+07
42 1462789871 31227 1.53172 1036.22 1.6384e+07
43 1462789872 606426 0.424801 1007.81 1.6384e+07
44 1462789872 833010 0.226584 1024.28 1.6384e+07
45 1462789873 469989 0.636979 1036.18 1.6384e+07
46 1462789875 830740 1.63925 1036.09 1.6384e+07
47 1462789876 537223 0.706483 1036.31 1.6384e+07
48 1462789878 863654 1.67357 1036.33 1.6384e+07
49 1462789879 627854 0.7642 1036.11 1.6384e+07
50 1462789879 910233 0.282379 1036.29 1.6384e+07
51 1462789879 932073 0.02184 1036.14 1.6384e+07
52 1462789882 4262 2.07219 1036.24 1.6384e+07
53 1462789885 257015 2.74725 1036.42 1.6384e+07
54 1462789886 311080 0.945935 1036.19 1.6384e+07
55 1462789887 423916 0.887164 1036.22 1.6384e+07
56 1462789889 896300 1.52762 1018.28 1.6384e+07
57 1462789889 899322 0.003022 1036.24 1.6384e+07
58 1462789891 601103 1.70178 1036.16 1.6384e+07
59 1462789893 125638 1.52453 1036.1 1.6384e+07
60 1462789894 96959 0.971321 1036.2 1.6384e+07
61 1462789895 46718 0.949759 1036.16 1.6384e+07
