2 1462790941 510735 1.14791 
3 1462790942 847340 1.30332 
4 1462790944 666046 0.894655 
5 1462790945 496558 0.956078 
6 1462790947 798885 0.850133 
7 1462790948 759437 0.876939 
8 1462790949 55712 0.980631 
9 1462790949 388627 1.07078 
10 1462790950 50418 1.10661 
11 1462790951 937316 1.2127 
12 1462790952 19781 1.32076 
13 1462790953 100667 1.29763 
14 1462790953 445825 1.35518 
15 1462790954 396271 1.32786 
16 1462790954 645323 1.38988 
17 1462790955 21596 1.43259 
18 1462790955 760329 1.42769 
19 1462790956 439085 1.43015 
20 1462790956 817648 1.46553 
21 1462790958 862913 1.34054 
22 1462790959 311206 1.36651 
23 1462790960 31754 1.36746 
24 1462790960 386261 1.3988 
25 1462790960 966808 1.40984 
26 1462790961 22713 1.46377 
27 1462790961 194219 1.50719 
28 1462790961 293187 1.55623 
29 1462790962 64418 1.54518 
30 1462790962 468522 1.56545 
31 1462790963 160952 1.56109 
32 1462790964 828766 1.58571 
33 1462790967 801499 1.42081 
34 1462790968 227264 1.43803 
35 1462790968 564004 1.46018 
36 1462790968 893195 1.48217 
37 1462790970 804690 1.41035 
38 1462790971 319815 1.42086 
39 1462790973 547641 1.36628 
40 1462790976 26378 1.28749 
41 1462790977 28324 1.27838 
42 1462790977 727065 1.28172 
43 1462790978 252907 1.29174 
44 1462790979 109514 1.28855 
45 1462790980 216085 1.28414 
46 1462790980 570845 1.29987 
47 1462790981 258579 1.30287 
48 1462790981 819025 1.31039 
49 1462790982 5568 1.33135 
50 1462790984 831179 1.31621 
51 1462790986 160451 1.29677 
52 1462790986 993453 1.29473 
53 1462790990 931025 1.20015 
54 1462790991 716716 1.20144 
55 1462790995 379364 1.13027 
56 1462790996 932834 1.14054 
57 1462790997 747490 1.14198 
58 1462790998 13758 1.1561 
59 1462790998 167922 1.17271 
60 1462790998 240804 1.19118 
61 1462790999 383237 1.19075 
62 1462791000 116890 1.19322 
63 1462791000 183245 1.21121 
64 1462791000 236859 1.22946 
65 1462791000 702403 1.23773 
66 1462791001 360649 1.24127 
67 1462791003 129164 1.21919 
68 1462791003 687331 1.22503 
69 1462791005 101163 1.21199 
