1 1462790940 381881 0 1036.29 1.6384e+07
2 1462790941 510735 0.871146 1036.26 1.6384e+07
3 1462790942 847340 0.663395 1036.35 1.6384e+07
4 1462790944 666046 1.81871 1036.31 1.6384e+07
5 1462790945 496558 0.830512 1036.17 1.6384e+07
6 1462790947 798885 1.69767 1036.31 1.6384e+07
7 1462790948 759437 0.960552 1023.07 1.6384e+07
8 1462790949 55712 0.296275 1036.2 1.6384e+07
9 1462790949 388627 0.332915 1036.29 1.6384e+07
10 1462790950 50418 0.661791 1036.42 1.6384e+07
11 1462790951 937316 0.113102 1036.18 1.6384e+07
12 1462790952 19781 0.082465 1019.06 1.6384e+07
13 1462790953 100667 0.919114 1036.44 1.6384e+07
14 1462790953 445825 0.345158 1036.37 1.6384e+07
15 1462790954 396271 0.950446 1036.11 1.6384e+07
16 1462790954 645323 0.249052 1036.19 1.6384e+07
17 1462790955 21596 0.376273 1036.35 1.6384e+07
18 1462790955 760329 0.738733 1036.29 1.6384e+07
19 1462790956 439085 0.678756 1019.93 1.6384e+07
20 1462790956 817648 0.378563 1036.24 1.6384e+07
21 1462790958 862913 1.95473 1036.54 1.6384e+07
22 1462790959 311206 0.448293 1021.19 1.6384e+07
23 1462790960 31754 0.720548 1036.31 1.6384e+07
24 1462790960 386261 0.354507 1036.24 1.6384e+07
25 1462790960 966808 0.580547 1036.35 1.6384e+07
26 1462790961 22713 0.055905 1036.31 1.6384e+07
27 1462790961 194219 0.171506 1036.17 1.6384e+07
28 1462790961 293187 0.098968 1036.24 1.6384e+07
29 1462790962 64418 0.771231 1035.22 1.6384e+07
30 1462790962 468522 0.404104 1036.46 1.6384e+07
31 1462790963 160952 0.69243 1036.39 1.6384e+07
32 1462790964 828766 0.332186 1036.39 1.6384e+07
33 1462790967 801499 2.97273 1036.31 1.6384e+07
34 1462790968 227264 0.425765 1014.31 1.6384e+07
35 1462790968 564004 0.33674 1019.73 1.6384e+07
36 1462790968 893195 0.329191 1036.24 1.6384e+07
37 1462790970 804690 1.91149 1036.24 1.6384e+07
38 1462790971 319815 0.515125 1036.42 1.6384e+07
39 1462790973 547641 1.77217 1036.52 1.6384e+07
40 1462790976 26378 2.47874 1025.6 1.6384e+07
41 1462790977 28324 0.998054 1036.35 1.6384e+07
42 1462790977 727065 0.698741 1036.35 1.6384e+07
43 1462790978 252907 0.525842 1036.37 1.6384e+07
44 1462790979 109514 0.856607 1036.35 1.6384e+07
45 1462790980 216085 0.893429 1036.37 1.6384e+07
46 1462790980 570845 0.35476 1036.42 1.6384e+07
47 1462790981 258579 0.687734 1036.44 1.6384e+07
48 1462790981 819025 0.560446 1036.31 1.6384e+07
49 1462790982 5568 0.186543 1036.48 1.6384e+07
50 1462790984 831179 1.17439 1036.26 1.6384e+07
51 1462790986 160451 1.32927 1036.35 1.6384e+07
52 1462790986 993453 0.833002 1036.26 1.6384e+07
53 1462790990 931025 3.93757 1036.37 1.6384e+07
54 1462790991 716716 0.785691 1036.39 1.6384e+07
55 1462790995 379364 3.66265 1036.32 1.6384e+07
56 1462790996 932834 0.44653 1036.32 1.6384e+07
57 1462790997 747490 0.814656 1036.48 1.6384e+07
58 1462790998 13758 0.266268 1036.41 1.6384e+07
59 1462790998 167922 0.154164 1036.32 1.6384e+07
60 1462790998 240804 0.072882 1036.48 1.6384e+07
61 1462790999 383237 0.857567 1036.51 1.6384e+07
62 1462791000 116890 0.733653 1036.41 1.6384e+07
63 1462791000 183245 0.066355 1036.41 1.6384e+07
64 1462791000 236859 0.053614 1036.41 1.6384e+07
65 1462791000 702403 0.465544 1019.2 1.6384e+07
66 1462791001 360649 0.658246 1036.32 1.6384e+07
67 1462791003 129164 1.76852 1036.29 1.6384e+07
68 1462791003 687331 0.558167 1036.32 1.6384e+07
69 1462791005 101163 1.41383 1036.25 1.6384e+07
