-25	-0.0005875592	0	2.00706399379791E-005
-20	0.0194076318	0	0.0200000102
-15	0.03942382	0	0.0282842782
-10	0.0194450672	0	0.0200000093
-5	0.219367424	0	0.0663324992
0	4.179382655	0	0.2891366466
5	8.9393912838	0	0.4228474907
10	6.33938452	0	0.3560898769
15	1.3393918496	0	0.1637070567
20	0.099394124	0	0.0447213643
25	0.0393892668	0	0.0282842788

