0	0	0	0
10	0	0	0
20	0.025	0	0.025
30	0.1	0	0.05
40	0.225	0	0.075
50	0.575	0	0.1198957881
60	0.775	0	0.1391941091
70	1.6	0	0.2
80	2.575	0	0.2537222891
90	2.95	0	0.2715695123
100	2.55	0	0.2524876235
110	2.075	0	0.2277608395
120	1.9	0	0.2179449472
130	1.075	0	0.1639359631
140	0.725	0	0.1346291202
150	0.125	0	0.0559016994
160	0.075	0	0.0433012702
170	0.025	0	0.025
180	0.025	0	0.025
190	0	0	0
200	0.025	0	0.025
210	0.025	0	0.025
220	0.175	0	0.0661437828
230	0.525	0	0.1145643924
240	0.8	0	0.1414213562
250	1.675	0	0.2046338193
260	2.15	0	0.2318404624
270	2.55	0	0.2524876235
280	3.4	0	0.2915475947
290	2.675	0	0.2586020108
300	1.7	0	0.2061552813
310	0.775	0	0.1391941091
320	0.425	0	0.1030776406
330	0.15	0	0.0612372436
340	0	0	0
350	0.075	0	0.0433012702
360	0	0	0

