#Magnetic Field (Oe),Voltage (V) 
-50.00, 0.542344 
-49.00, 0.542345 
-48.00, 0.542345 
-47.00, 0.542339 
-46.00, 0.542345 
-45.00, 0.542338 
-44.00, 0.542332 
-43.00, 0.542334 
-42.00, 0.542325 
-41.00, 0.542318 
-40.00, 0.542305 
-39.00, 0.542301 
-38.00, 0.542296 
-37.00, 0.542289 
-36.00, 0.542297 
-35.00, 0.542285 
-34.00, 0.542278 
-33.00, 0.542273 
-32.00, 0.542262 
-31.00, 0.542258 
-30.00, 0.542249 
-29.00, 0.542242 
-28.00, 0.542236 
-27.00, 0.542227 
-26.00, 0.542213 
-25.00, 0.542212 
-24.00, 0.542199 
-23.00, 0.542185 
-22.00, 0.542174 
-21.00, 0.542161 
-20.00, 0.542149 
-19.00, 0.542134 
-18.00, 0.542122 
-17.00, 0.542101 
-16.00, 0.542092 
-15.00, 0.542074 
-14.00, 0.542060 
-13.00, 0.542038 
-12.00, 0.542021 
-11.00, 0.541998 
-10.00, 0.541977 
-9.00, 0.541950 
-8.00, 0.541927 
-7.00, 0.541888 
-6.00, 0.541859 
-5.00, 0.541834 
-4.00, 0.541811 
-3.00, 0.541783 
-2.00, 0.541740 
-1.00, 0.541700 
-6.22E-15, 0.541655 
1.00, 0.541617 
2.00, 0.541552 
3.00, 0.541529 
4.00, 0.541469 
5.00, 0.541456 
6.00, 0.541480 
7.00, 0.541476 
8.00, 0.541489 
9.00, 0.541479 
10.00, 0.541496 
11.00, 0.541525 
12.00, 0.541559 
13.00, 0.541632 
14.00, 0.541706 
15.00, 0.542009 
16.00, 0.542253 
17.00, 0.542673 
18.00, 0.542879 
19.00, 0.543323 
20.00, 0.543609 
21.00, 0.543797 
22.00, 0.543941 
23.00, 0.544103 
24.00, 0.544256 
25.00, 0.544482 
26.00, 0.544571 
27.00, 0.544721 
28.00, 0.544867 
29.00, 0.544907 
30.00, 0.544981 
31.00, 0.545010 
32.00, 0.545065 
33.00, 0.545081 
34.00, 0.545109 
35.00, 0.545135 
36.00, 0.545159 
37.00, 0.545180 
38.00, 0.545201 
39.00, 0.545220 
40.00, 0.545232 
41.00, 0.545248 
42.00, 0.545261 
43.00, 0.545268 
44.00, 0.545281 
45.00, 0.545287 
46.00, 0.545291 
47.00, 0.545305 
48.00, 0.545304 
49.00, 0.545314 
50.00, 0.545312 
51.00, 0.545324 
51.00, 0.545318 
50.00, 0.545314 
49.00, 0.545315 
48.00, 0.545312 
47.00, 0.545306 
46.00, 0.545300 
45.00, 0.545294 
44.00, 0.545282 
43.00, 0.545278 
42.00, 0.545267 
41.00, 0.545250 
40.00, 0.545247 
39.00, 0.545231 
38.00, 0.545221 
37.00, 0.545197 
36.00, 0.545188 
35.00, 0.545165 
34.00, 0.545145 
33.00, 0.545119 
32.00, 0.545094 
31.00, 0.545048 
30.00, 0.545019 
29.00, 0.544975 
28.00, 0.544924 
27.00, 0.544870 
26.00, 0.544816 
25.00, 0.544767 
24.00, 0.544682 
23.00, 0.544608 
22.00, 0.544497 
21.00, 0.544398 
20.00, 0.544222 
19.00, 0.544070 
18.00, 0.543858 
17.00, 0.543658 
16.00, 0.543327 
15.00, 0.543128 
14.00, 0.542830 
13.00, 0.542539 
12.00, 0.542319 
11.00, 0.542233 
10.00, 0.542108 
9.00, 0.542031 
8.00, 0.541983 
7.00, 0.541926 
6.00, 0.541889 
5.00, 0.541867 
4.00, 0.541841 
3.00, 0.541804 
2.00, 0.541784 
1.00, 0.541808 
-6.22E-15, 0.541832 
-1.00, 0.541747 
-2.00, 0.541776 
-3.00, 0.541815 
-4.00, 0.541846 
-5.00, 0.541863 
-6.00, 0.541890 
-7.00, 0.541923 
-8.00, 0.541945 
-9.00, 0.541965 
-10.00, 0.541977 
-11.00, 0.542001 
-12.00, 0.542035 
-13.00, 0.542056 
-14.00, 0.542080 
-15.00, 0.542101 
-16.00, 0.542122 
-17.00, 0.542140 
-18.00, 0.542161 
-19.00, 0.542163 
-20.00, 0.542185 
-21.00, 0.542196 
-22.00, 0.542204 
-23.00, 0.542220 
-24.00, 0.542229 
-25.00, 0.542244 
-26.00, 0.542251 
-27.00, 0.542261 
-28.00, 0.542267 
-29.00, 0.542278 
-30.00, 0.542290 
-31.00, 0.542296 
-32.00, 0.542307 
-33.00, 0.542314 
-34.00, 0.542319 
-35.00, 0.542326 
-36.00, 0.542336 
-37.00, 0.542339 
-38.00, 0.542344 
-39.00, 0.542347 
-40.00, 0.542350 
-41.00, 0.542359 
-42.00, 0.542360 
-43.00, 0.542365 
-44.00, 0.542364 
-45.00, 0.542368 
-46.00, 0.542366 
-47.00, 0.542377 
-48.00, 0.542382 
-49.00, 0.542385 
-50.00, 0.542385 
