#Magnetic Field (Oe),Voltage (V) 
-50.00, 0.170699 
-49.00, 0.170707 
-48.00, 0.170714 
-47.00, 0.170723 
-46.00, 0.170730 
-45.00, 0.170739 
-44.00, 0.170746 
-43.00, 0.170755 
-42.00, 0.170761 
-41.00, 0.170770 
-40.00, 0.170776 
-39.00, 0.170785 
-38.00, 0.170790 
-37.00, 0.170798 
-36.00, 0.170803 
-35.00, 0.170809 
-34.00, 0.170816 
-33.00, 0.170821 
-32.00, 0.170828 
-31.00, 0.170832 
-30.00, 0.170838 
-29.00, 0.170842 
-28.00, 0.170847 
-27.00, 0.170850 
-26.00, 0.170853 
-25.00, 0.170856 
-24.00, 0.170858 
-23.00, 0.170860 
-22.00, 0.170861 
-21.00, 0.170862 
-20.00, 0.170862 
-19.00, 0.170860 
-18.00, 0.170858 
-17.00, 0.170855 
-16.00, 0.170852 
-15.00, 0.170845 
-14.00, 0.170840 
-13.00, 0.170830 
-12.00, 0.170820 
-11.00, 0.170806 
-10.00, 0.170795 
-9.00, 0.170777 
-8.00, 0.170760 
-7.00, 0.170733 
-6.00, 0.170710 
-5.00, 0.170669 
-4.00, 0.170637 
-3.00, 0.170596 
-2.00, 0.170537 
-1.00, 0.170482 
-6.22E-15, 0.170393 
1.00, 0.170301 
2.00, 0.170082 
3.00, 0.169998 
4.00, 0.169686 
5.00, 0.169395 
6.00, 0.169386 
7.00, 0.169482 
8.00, 0.169586 
9.00, 0.169653 
10.00, 0.169740 
11.00, 0.169789 
12.00, 0.169834 
13.00, 0.169922 
14.00, 0.169967 
15.00, 0.170436 
16.00, 0.170513 
17.00, 0.170536 
18.00, 0.170559 
19.00, 0.170605 
20.00, 0.170631 
21.00, 0.170653 
22.00, 0.170660 
23.00, 0.170668 
24.00, 0.170673 
25.00, 0.170679 
26.00, 0.170682 
27.00, 0.170684 
28.00, 0.170687 
29.00, 0.170688 
30.00, 0.170689 
31.00, 0.170689 
32.00, 0.170689 
33.00, 0.170688 
34.00, 0.170686 
35.00, 0.170684 
36.00, 0.170682 
37.00, 0.170679 
38.00, 0.170676 
39.00, 0.170672 
40.00, 0.170668 
41.00, 0.170664 
42.00, 0.170658 
43.00, 0.170656 
44.00, 0.170651 
45.00, 0.170645 
46.00, 0.170640 
47.00, 0.170633 
48.00, 0.170627 
49.00, 0.170621 
50.00, 0.170615 
51.00, 0.170607 
51.00, 0.170607 
50.00, 0.170615 
49.00, 0.170620 
48.00, 0.170626 
47.00, 0.170631 
46.00, 0.170638 
45.00, 0.170644 
44.00, 0.170649 
43.00, 0.170655 
42.00, 0.170659 
41.00, 0.170663 
40.00, 0.170667 
39.00, 0.170672 
38.00, 0.170674 
37.00, 0.170678 
36.00, 0.170681 
35.00, 0.170684 
34.00, 0.170686 
33.00, 0.170688 
32.00, 0.170689 
31.00, 0.170690 
30.00, 0.170690 
29.00, 0.170689 
28.00, 0.170688 
27.00, 0.170686 
26.00, 0.170683 
25.00, 0.170680 
24.00, 0.170675 
23.00, 0.170670 
22.00, 0.170662 
21.00, 0.170655 
20.00, 0.170643 
19.00, 0.170634 
18.00, 0.170619 
17.00, 0.170606 
16.00, 0.170585 
15.00, 0.170570 
14.00, 0.170545 
13.00, 0.170524 
12.00, 0.170494 
11.00, 0.170467 
10.00, 0.170438 
9.00, 0.170392 
8.00, 0.170353 
7.00, 0.170292 
6.00, 0.170237 
5.00, 0.170152 
4.00, 0.170074 
3.00, 0.169945 
2.00, 0.169865 
1.00, 0.169490 
-6.22E-15, 0.169375 
-1.00, 0.169524 
-2.00, 0.169639 
-3.00, 0.169763 
-4.00, 0.169837 
-5.00, 0.169901 
-6.00, 0.170081 
-7.00, 0.170133 
-8.00, 0.170238 
-9.00, 0.170455 
-10.00, 0.170564 
-11.00, 0.170587 
-12.00, 0.170620 
-13.00, 0.170652 
-14.00, 0.170830 
-15.00, 0.170858 
-16.00, 0.170872 
-17.00, 0.170871 
-18.00, 0.170875 
-19.00, 0.170878 
-20.00, 0.170889 
-21.00, 0.170889 
-22.00, 0.170888 
-23.00, 0.170887 
-24.00, 0.170885 
-25.00, 0.170883 
-26.00, 0.170881 
-27.00, 0.170876 
-28.00, 0.170874 
-29.00, 0.170869 
-30.00, 0.170865 
-31.00, 0.170860 
-32.00, 0.170855 
-33.00, 0.170848 
-34.00, 0.170844 
-35.00, 0.170836 
-36.00, 0.170831 
-37.00, 0.170826 
-38.00, 0.170818 
-39.00, 0.170812 
-40.00, 0.170804 
-41.00, 0.170797 
-42.00, 0.170789 
-43.00, 0.170781 
-44.00, 0.170773 
-45.00, 0.170765 
-46.00, 0.170757 
-47.00, 0.170749 
-48.00, 0.170740 
-49.00, 0.170732 
-50.00, 0.170723 
