#Magnetic Field (Oe),Voltage (V) 
-50.00, 1.400040 
-49.00, 1.400036 
-48.00, 1.400031 
-47.00, 1.400026 
-46.00, 1.400022 
-45.00, 1.400012 
-44.00, 1.399995 
-43.00, 1.399987 
-42.00, 1.399981 
-41.00, 1.399965 
-40.00, 1.399956 
-39.00, 1.399950 
-38.00, 1.399933 
-37.00, 1.399915 
-36.00, 1.399908 
-35.00, 1.399893 
-34.00, 1.399867 
-33.00, 1.399852 
-32.00, 1.399836 
-31.00, 1.399822 
-30.00, 1.399798 
-29.00, 1.399775 
-28.00, 1.399745 
-27.00, 1.399725 
-26.00, 1.399691 
-25.00, 1.399658 
-24.00, 1.399619 
-23.00, 1.399589 
-22.00, 1.399550 
-21.00, 1.399518 
-20.00, 1.399474 
-19.00, 1.399438 
-18.00, 1.399407 
-17.00, 1.399347 
-16.00, 1.399311 
-15.00, 1.399252 
-14.00, 1.399192 
-13.00, 1.399139 
-12.00, 1.399079 
-11.00, 1.399000 
-10.00, 1.398928 
-9.00, 1.398840 
-8.00, 1.398764 
-7.00, 1.398671 
-6.00, 1.398589 
-5.00, 1.398471 
-4.00, 1.398382 
-3.00, 1.398291 
-2.00, 1.398165 
-1.00, 1.398060 
-6.22E-15, 1.397900 
1.00, 1.397763 
2.00, 1.397571 
3.00, 1.397470 
4.00, 1.397298 
5.00, 1.397254 
6.00, 1.397219 
7.00, 1.397146 
8.00, 1.397112 
9.00, 1.397082 
10.00, 1.397063 
11.00, 1.397105 
12.00, 1.397189 
13.00, 1.397494 
14.00, 1.398014 
15.00, 1.399067 
16.00, 1.400040 
17.00, 1.401990 
18.00, 1.402965 
19.00, 1.404189 
20.00, 1.405601 
21.00, 1.406571 
22.00, 1.407089 
23.00, 1.408246 
24.00, 1.408652 
25.00, 1.410571 
26.00, 1.410815 
27.00, 1.411182 
28.00, 1.411813 
29.00, 1.411970 
30.00, 1.412124 
31.00, 1.412252 
32.00, 1.412442 
33.00, 1.412518 
34.00, 1.412607 
35.00, 1.412672 
36.00, 1.412729 
37.00, 1.412773 
38.00, 1.412834 
39.00, 1.412871 
40.00, 1.412908 
41.00, 1.412935 
42.00, 1.413024 
43.00, 1.413051 
44.00, 1.413089 
45.00, 1.413115 
46.00, 1.413126 
47.00, 1.413145 
48.00, 1.413154 
49.00, 1.413211 
50.00, 1.413214 
51.00, 1.413226 
51.00, 1.413230 
50.00, 1.413215 
49.00, 1.413210 
48.00, 1.413204 
47.00, 1.413196 
46.00, 1.413176 
45.00, 1.413155 
44.00, 1.413134 
43.00, 1.413118 
42.00, 1.413097 
41.00, 1.413063 
40.00, 1.413046 
39.00, 1.413011 
38.00, 1.412980 
37.00, 1.412942 
36.00, 1.412902 
35.00, 1.412838 
34.00, 1.412784 
33.00, 1.412708 
32.00, 1.412641 
31.00, 1.412545 
30.00, 1.412464 
29.00, 1.412344 
28.00, 1.412260 
27.00, 1.412107 
26.00, 1.411959 
25.00, 1.411826 
24.00, 1.411618 
23.00, 1.411447 
22.00, 1.411170 
21.00, 1.410934 
20.00, 1.410508 
19.00, 1.410171 
18.00, 1.409581 
17.00, 1.409120 
16.00, 1.408025 
15.00, 1.407230 
14.00, 1.405900 
13.00, 1.404493 
12.00, 1.402748 
11.00, 1.402057 
10.00, 1.401241 
9.00, 1.400565 
8.00, 1.400240 
7.00, 1.399516 
6.00, 1.399249 
5.00, 1.398979 
4.00, 1.398759 
3.00, 1.398437 
2.00, 1.398167 
1.00, 1.398100 
-6.22E-15, 1.398211 
-1.00, 1.398260 
-2.00, 1.398292 
-3.00, 1.398383 
-4.00, 1.398479 
-5.00, 1.398524 
-6.00, 1.398606 
-7.00, 1.398635 
-8.00, 1.398752 
-9.00, 1.398809 
-10.00, 1.398902 
-11.00, 1.398961 
-12.00, 1.399028 
-13.00, 1.399087 
-14.00, 1.399111 
-15.00, 1.399164 
-16.00, 1.399235 
-17.00, 1.399237 
-18.00, 1.399290 
-19.00, 1.399336 
-20.00, 1.399357 
-21.00, 1.399404 
-22.00, 1.399442 
-23.00, 1.399474 
-24.00, 1.399492 
-25.00, 1.399536 
-26.00, 1.399563 
-27.00, 1.399604 
-28.00, 1.399626 
-29.00, 1.399643 
-30.00, 1.399648 
-31.00, 1.399678 
-32.00, 1.399693 
-33.00, 1.399702 
-34.00, 1.399725 
-35.00, 1.399749 
-36.00, 1.399758 
-37.00, 1.399763 
-38.00, 1.399763 
-39.00, 1.399770 
-40.00, 1.399781 
-41.00, 1.399784 
-42.00, 1.399791 
-43.00, 1.399798 
-44.00, 1.399800 
-45.00, 1.399791 
-46.00, 1.399797 
-47.00, 1.399803 
-48.00, 1.399809 
-49.00, 1.399800 
-50.00, 1.399806 
