#Magnetic Field (Oe),Voltage (V) 
-400.00, 0.134529 
-395.00, 0.134529 
-390.00, 0.134530 
-385.00, 0.134531 
-380.00, 0.134532 
-375.00, 0.134533 
-370.00, 0.134534 
-365.00, 0.134535 
-360.00, 0.134535 
-355.00, 0.134536 
-350.00, 0.134538 
-345.00, 0.134538 
-340.00, 0.134539 
-335.00, 0.134540 
-330.00, 0.134541 
-325.00, 0.134542 
-320.00, 0.134544 
-315.00, 0.134544 
-310.00, 0.134546 
-305.00, 0.134547 
-300.00, 0.134549 
-295.00, 0.134549 
-290.00, 0.134551 
-285.00, 0.134552 
-280.00, 0.134553 
-275.00, 0.134555 
-270.00, 0.134556 
-265.00, 0.134558 
-260.00, 0.134559 
-255.00, 0.134561 
-250.00, 0.134562 
-245.00, 0.134564 
-240.00, 0.134565 
-235.00, 0.134567 
-230.00, 0.134569 
-225.00, 0.134571 
-220.00, 0.134573 
-215.00, 0.134575 
-210.00, 0.134577 
-205.00, 0.134579 
-200.00, 0.134581 
-195.00, 0.134584 
-190.00, 0.134586 
-185.00, 0.134588 
-180.00, 0.134591 
-175.00, 0.134593 
-170.00, 0.134596 
-165.00, 0.134598 
-160.00, 0.134602 
-155.00, 0.134605 
-150.00, 0.134608 
-145.00, 0.134612 
-140.00, 0.134615 
-135.00, 0.134619 
-130.00, 0.134624 
-125.00, 0.134628 
-120.00, 0.134632 
-115.00, 0.134636 
-110.00, 0.134643 
-105.00, 0.134647 
-100.00, 0.134653 
-95.00, 0.134659 
-90.00, 0.134666 
-85.00, 0.134673 
-80.00, 0.134681 
-75.00, 0.134690 
-70.00, 0.134700 
-65.00, 0.134710 
-60.00, 0.134724 
-55.00, 0.134737 
-50.00, 0.134753 
-45.00, 0.134773 
-40.00, 0.134798 
-35.00, 0.134825 
-30.00, 0.134860 
-25.00, 0.134905 
-20.00, 0.134970 
-15.00, 0.135053 
-10.00, 0.135182 
-5.00, 0.135419 
-3.06E-14, 0.135926 
5.00, 0.136853 
10.00, 0.138091 
15.00, 0.139214 
20.00, 0.140160 
25.00, 0.140726 
30.00, 0.140959 
35.00, 0.141060 
40.00, 0.141116 
45.00, 0.141146 
50.00, 0.141164 
55.00, 0.141176 
60.00, 0.141185 
65.00, 0.141190 
70.00, 0.141194 
75.00, 0.141197 
80.00, 0.141198 
85.00, 0.141199 
90.00, 0.141199 
95.00, 0.141199 
100.00, 0.141198 
105.00, 0.141196 
110.00, 0.141194 
115.00, 0.141192 
120.00, 0.141189 
125.00, 0.141187 
130.00, 0.141183 
135.00, 0.141180 
140.00, 0.141176 
145.00, 0.141171 
150.00, 0.141167 
155.00, 0.141161 
160.00, 0.141155 
165.00, 0.141149 
170.00, 0.141141 
175.00, 0.141134 
180.00, 0.141125 
185.00, 0.141116 
190.00, 0.141105 
195.00, 0.141092 
200.00, 0.141079 
205.00, 0.141066 
210.00, 0.141049 
215.00, 0.141031 
220.00, 0.141010 
225.00, 0.140985 
230.00, 0.140958 
235.00, 0.140926 
240.00, 0.140886 
245.00, 0.140840 
250.00, 0.140787 
255.00, 0.140719 
260.00, 0.140636 
265.00, 0.140541 
270.00, 0.140420 
275.00, 0.140258 
280.00, 0.140069 
285.00, 0.139813 
290.00, 0.139529 
295.00, 0.139171 
300.00, 0.138779 
305.00, 0.138259 
310.00, 0.138031 
315.00, 0.137559 
320.00, 0.137213 
325.00, 0.137036 
330.00, 0.136705 
335.00, 0.136450 
340.00, 0.136235 
345.00, 0.136137 
350.00, 0.135994 
355.00, 0.135873 
360.00, 0.135814 
365.00, 0.135718 
370.00, 0.135634 
375.00, 0.135601 
380.00, 0.135517 
385.00, 0.135459 
390.00, 0.135419 
395.00, 0.135371 
400.00, 0.135327 
405.00, 0.135284 
405.00, 0.135275 
400.00, 0.135295 
395.00, 0.135320 
390.00, 0.135348 
385.00, 0.135364 
380.00, 0.135393 
375.00, 0.135428 
370.00, 0.135446 
365.00, 0.135483 
360.00, 0.135526 
355.00, 0.135550 
350.00, 0.135598 
345.00, 0.135654 
340.00, 0.135686 
335.00, 0.135749 
330.00, 0.135818 
325.00, 0.135899 
320.00, 0.135941 
315.00, 0.136029 
310.00, 0.136141 
305.00, 0.136196 
300.00, 0.136337 
295.00, 0.136472 
290.00, 0.136620 
285.00, 0.136792 
280.00, 0.136995 
275.00, 0.137216 
270.00, 0.137459 
265.00, 0.137754 
260.00, 0.138084 
255.00, 0.138422 
250.00, 0.138782 
245.00, 0.139131 
240.00, 0.139475 
235.00, 0.139770 
230.00, 0.140025 
225.00, 0.140206 
220.00, 0.140378 
215.00, 0.140517 
210.00, 0.140604 
205.00, 0.140677 
200.00, 0.140731 
195.00, 0.140788 
190.00, 0.140832 
185.00, 0.140870 
180.00, 0.140895 
175.00, 0.140922 
170.00, 0.140941 
165.00, 0.140957 
160.00, 0.140976 
155.00, 0.140990 
150.00, 0.141005 
145.00, 0.141022 
140.00, 0.141032 
135.00, 0.141044 
130.00, 0.141056 
125.00, 0.141063 
120.00, 0.141072 
115.00, 0.141079 
110.00, 0.141086 
105.00, 0.141091 
100.00, 0.141095 
95.00, 0.141100 
90.00, 0.141103 
85.00, 0.141106 
80.00, 0.141108 
75.00, 0.141110 
70.00, 0.141111 
65.00, 0.141110 
60.00, 0.141107 
55.00, 0.141104 
50.00, 0.141096 
45.00, 0.141082 
40.00, 0.141058 
35.00, 0.141012 
30.00, 0.140924 
25.00, 0.140724 
20.00, 0.140220 
15.00, 0.139490 
10.00, 0.138564 
5.00, 0.137306 
-3.06E-14, 0.136123 
-5.00, 0.135541 
-10.00, 0.135277 
-15.00, 0.135136 
-20.00, 0.135044 
-25.00, 0.134970 
-30.00, 0.134918 
-35.00, 0.134877 
-40.00, 0.134849 
-45.00, 0.134824 
-50.00, 0.134802 
-55.00, 0.134784 
-60.00, 0.134768 
-65.00, 0.134753 
-70.00, 0.134741 
-75.00, 0.134729 
-80.00, 0.134718 
-85.00, 0.134705 
-90.00, 0.134695 
-95.00, 0.134687 
-100.00, 0.134680 
-105.00, 0.134674 
-110.00, 0.134667 
-115.00, 0.134661 
-120.00, 0.134655 
-125.00, 0.134649 
-130.00, 0.134645 
-135.00, 0.134636 
-140.00, 0.134632 
-145.00, 0.134626 
-150.00, 0.134623 
-155.00, 0.134618 
-160.00, 0.134616 
-165.00, 0.134609 
-170.00, 0.134606 
-175.00, 0.134603 
-180.00, 0.134599 
-185.00, 0.134595 
-190.00, 0.134590 
-195.00, 0.134587 
-200.00, 0.134584 
-205.00, 0.134583 
-210.00, 0.134580 
-215.00, 0.134578 
-220.00, 0.134575 
-225.00, 0.134573 
-230.00, 0.134570 
-235.00, 0.134567 
-240.00, 0.134563 
-245.00, 0.134561 
-250.00, 0.134558 
-255.00, 0.134556 
-260.00, 0.134555 
-265.00, 0.134552 
-270.00, 0.134550 
-275.00, 0.134547 
-280.00, 0.134545 
-285.00, 0.134544 
-290.00, 0.134542 
-295.00, 0.134540 
-300.00, 0.134539 
-305.00, 0.134538 
-310.00, 0.134536 
-315.00, 0.134534 
-320.00, 0.134533 
-325.00, 0.134532 
-330.00, 0.134530 
-335.00, 0.134529 
-340.00, 0.134528 
-345.00, 0.134526 
-350.00, 0.134525 
-355.00, 0.134524 
-360.00, 0.134523 
-365.00, 0.134522 
-370.00, 0.134522 
-375.00, 0.134521 
-380.00, 0.134519 
-385.00, 0.134519 
-390.00, 0.134518 
-395.00, 0.134517 
-400.00, 0.134516 
