#Magnetic Field (Oe),Voltage (V) 
-50.00, 0.137763 
-49.00, 0.137770 
-48.00, 0.137775 
-47.00, 0.137783 
-46.00, 0.137788 
-45.00, 0.137796 
-44.00, 0.137801 
-43.00, 0.137808 
-42.00, 0.137813 
-41.00, 0.137821 
-40.00, 0.137825 
-39.00, 0.137832 
-38.00, 0.137837 
-37.00, 0.137843 
-36.00, 0.137848 
-35.00, 0.137852 
-34.00, 0.137858 
-33.00, 0.137861 
-32.00, 0.137866 
-31.00, 0.137870 
-30.00, 0.137874 
-29.00, 0.137877 
-28.00, 0.137881 
-27.00, 0.137883 
-26.00, 0.137885 
-25.00, 0.137887 
-24.00, 0.137888 
-23.00, 0.137889 
-22.00, 0.137888 
-21.00, 0.137887 
-20.00, 0.137886 
-19.00, 0.137884 
-18.00, 0.137882 
-17.00, 0.137878 
-16.00, 0.137873 
-15.00, 0.137866 
-14.00, 0.137860 
-13.00, 0.137850 
-12.00, 0.137840 
-11.00, 0.137825 
-10.00, 0.137812 
-9.00, 0.137791 
-8.00, 0.137773 
-7.00, 0.137745 
-6.00, 0.137720 
-5.00, 0.137679 
-4.00, 0.137642 
-3.00, 0.137596 
-2.00, 0.137527 
-1.00, 0.137462 
-6.22E-15, 0.137347 
1.00, 0.137181 
2.00, 0.136660 
3.00, 0.136635 
4.00, 0.136606 
5.00, 0.136621 
6.00, 0.136632 
7.00, 0.136686 
8.00, 0.136764 
9.00, 0.136829 
10.00, 0.136899 
11.00, 0.137037 
12.00, 0.137078 
13.00, 0.137131 
14.00, 0.137175 
15.00, 0.137264 
16.00, 0.137291 
17.00, 0.137383 
18.00, 0.137401 
19.00, 0.137434 
20.00, 0.137523 
21.00, 0.137543 
22.00, 0.137553 
23.00, 0.137564 
24.00, 0.137573 
25.00, 0.137582 
26.00, 0.137588 
27.00, 0.137593 
28.00, 0.137599 
29.00, 0.137603 
30.00, 0.137607 
31.00, 0.137610 
32.00, 0.137613 
33.00, 0.137615 
34.00, 0.137617 
35.00, 0.137617 
36.00, 0.137618 
37.00, 0.137618 
38.00, 0.137618 
39.00, 0.137617 
40.00, 0.137615 
41.00, 0.137614 
42.00, 0.137612 
43.00, 0.137610 
44.00, 0.137608 
45.00, 0.137605 
46.00, 0.137602 
47.00, 0.137598 
48.00, 0.137596 
49.00, 0.137592 
50.00, 0.137588 
51.00, 0.137584 
51.00, 0.137584 
50.00, 0.137589 
49.00, 0.137592 
48.00, 0.137596 
47.00, 0.137599 
46.00, 0.137603 
45.00, 0.137605 
44.00, 0.137608 
43.00, 0.137611 
42.00, 0.137612 
41.00, 0.137614 
40.00, 0.137616 
39.00, 0.137617 
38.00, 0.137618 
37.00, 0.137618 
36.00, 0.137619 
35.00, 0.137618 
34.00, 0.137618 
33.00, 0.137616 
32.00, 0.137615 
31.00, 0.137612 
30.00, 0.137610 
29.00, 0.137605 
28.00, 0.137602 
27.00, 0.137596 
26.00, 0.137591 
25.00, 0.137585 
24.00, 0.137576 
23.00, 0.137569 
22.00, 0.137558 
21.00, 0.137547 
20.00, 0.137533 
19.00, 0.137521 
18.00, 0.137504 
17.00, 0.137489 
16.00, 0.137466 
15.00, 0.137448 
14.00, 0.137420 
13.00, 0.137397 
12.00, 0.137363 
11.00, 0.137334 
10.00, 0.137303 
9.00, 0.137255 
8.00, 0.137214 
7.00, 0.137151 
6.00, 0.137098 
5.00, 0.137016 
4.00, 0.136943 
3.00, 0.136826 
2.00, 0.136757 
1.00, 0.136525 
-6.22E-15, 0.136496 
-1.00, 0.136772 
-2.00, 0.136884 
-3.00, 0.137021 
-4.00, 0.137089 
-5.00, 0.137162 
-6.00, 0.137256 
-7.00, 0.137311 
-8.00, 0.137393 
-9.00, 0.137551 
-10.00, 0.137799 
-11.00, 0.137815 
-12.00, 0.137835 
-13.00, 0.137854 
-14.00, 0.137866 
-15.00, 0.137879 
-16.00, 0.137895 
-17.00, 0.137898 
-18.00, 0.137903 
-19.00, 0.137906 
-20.00, 0.137912 
-21.00, 0.137914 
-22.00, 0.137914 
-23.00, 0.137914 
-24.00, 0.137914 
-25.00, 0.137913 
-26.00, 0.137912 
-27.00, 0.137909 
-28.00, 0.137907 
-29.00, 0.137904 
-30.00, 0.137901 
-31.00, 0.137898 
-32.00, 0.137894 
-33.00, 0.137889 
-34.00, 0.137886 
-35.00, 0.137880 
-36.00, 0.137876 
-37.00, 0.137871 
-38.00, 0.137865 
-39.00, 0.137861 
-40.00, 0.137854 
-41.00, 0.137850 
-42.00, 0.137843 
-43.00, 0.137838 
-44.00, 0.137830 
-45.00, 0.137825 
-46.00, 0.137818 
-47.00, 0.137812 
-48.00, 0.137804 
-49.00, 0.137798 
-50.00, 0.137790 
