#Magnetic Field (Oe),Voltage (V) 
-50.00, 0.643571 
-49.00, 0.643571 
-48.00, 0.643559 
-47.00, 0.643553 
-46.00, 0.643551 
-45.00, 0.643543 
-44.00, 0.643535 
-43.00, 0.643533 
-42.00, 0.643523 
-41.00, 0.643510 
-40.00, 0.643507 
-39.00, 0.643499 
-38.00, 0.643492 
-37.00, 0.643473 
-36.00, 0.643459 
-35.00, 0.643447 
-34.00, 0.643434 
-33.00, 0.643424 
-32.00, 0.643403 
-31.00, 0.643384 
-30.00, 0.643358 
-29.00, 0.643333 
-28.00, 0.643307 
-27.00, 0.643286 
-26.00, 0.643252 
-25.00, 0.643221 
-24.00, 0.643176 
-23.00, 0.643146 
-22.00, 0.643092 
-21.00, 0.643057 
-20.00, 0.642995 
-19.00, 0.642936 
-18.00, 0.642857 
-17.00, 0.642772 
-16.00, 0.642678 
-15.00, 0.642577 
-14.00, 0.642499 
-13.00, 0.642357 
-12.00, 0.642199 
-11.00, 0.642049 
-10.00, 0.641929 
-9.00, 0.641735 
-8.00, 0.641634 
-7.00, 0.641460 
-6.00, 0.641338 
-5.00, 0.641166 
-4.00, 0.641064 
-3.00, 0.640968 
-2.00, 0.640918 
-1.00, 0.640845 
-6.22E-15, 0.640802 
1.00, 0.640833 
2.00, 0.640814 
3.00, 0.640769 
4.00, 0.640624 
5.00, 0.640548 
6.00, 0.640471 
7.00, 0.640424 
8.00, 0.640378 
9.00, 0.640346 
10.00, 0.640325 
11.00, 0.640307 
12.00, 0.640288 
13.00, 0.640266 
14.00, 0.640252 
15.00, 0.640228 
16.00, 0.640212 
17.00, 0.640201 
18.00, 0.640189 
19.00, 0.640177 
20.00, 0.640176 
21.00, 0.640165 
22.00, 0.640161 
23.00, 0.640157 
24.00, 0.640152 
25.00, 0.640148 
26.00, 0.640150 
27.00, 0.640148 
28.00, 0.640135 
29.00, 0.640131 
30.00, 0.640131 
31.00, 0.640127 
32.00, 0.640127 
33.00, 0.640133 
34.00, 0.640131 
35.00, 0.640126 
36.00, 0.640125 
37.00, 0.640130 
38.00, 0.640131 
39.00, 0.640132 
40.00, 0.640131 
41.00, 0.640133 
42.00, 0.640130 
43.00, 0.640131 
44.00, 0.640134 
45.00, 0.640129 
46.00, 0.640127 
47.00, 0.640120 
48.00, 0.640119 
49.00, 0.640119 
50.00, 0.640122 
51.00, 0.640114 
51.00, 0.640113 
50.00, 0.640117 
49.00, 0.640123 
48.00, 0.640126 
47.00, 0.640130 
46.00, 0.640128 
45.00, 0.640126 
44.00, 0.640134 
43.00, 0.640136 
42.00, 0.640137 
41.00, 0.640133 
40.00, 0.640136 
39.00, 0.640136 
38.00, 0.640141 
37.00, 0.640144 
36.00, 0.640144 
35.00, 0.640142 
34.00, 0.640142 
33.00, 0.640141 
32.00, 0.640140 
31.00, 0.640142 
30.00, 0.640141 
29.00, 0.640141 
28.00, 0.640139 
27.00, 0.640142 
26.00, 0.640146 
25.00, 0.640150 
24.00, 0.640153 
23.00, 0.640155 
22.00, 0.640165 
21.00, 0.640166 
20.00, 0.640164 
19.00, 0.640171 
18.00, 0.640177 
17.00, 0.640182 
16.00, 0.640193 
15.00, 0.640204 
14.00, 0.640214 
13.00, 0.640229 
12.00, 0.640246 
11.00, 0.640261 
10.00, 0.640276 
9.00, 0.640314 
8.00, 0.640341 
7.00, 0.640389 
6.00, 0.640423 
5.00, 0.640497 
4.00, 0.640569 
3.00, 0.640708 
2.00, 0.640757 
1.00, 0.640775 
-6.22E-15, 0.640761 
-1.00, 0.640740 
-2.00, 0.640759 
-3.00, 0.640811 
-4.00, 0.640877 
-5.00, 0.640978 
-6.00, 0.641146 
-7.00, 0.641245 
-8.00, 0.641408 
-9.00, 0.641553 
-10.00, 0.641817 
-11.00, 0.641927 
-12.00, 0.642097 
-13.00, 0.642212 
-14.00, 0.642361 
-15.00, 0.642461 
-16.00, 0.642587 
-17.00, 0.642655 
-18.00, 0.642800 
-19.00, 0.642876 
-20.00, 0.642930 
-21.00, 0.643011 
-22.00, 0.643067 
-23.00, 0.643114 
-24.00, 0.643166 
-25.00, 0.643217 
-26.00, 0.643250 
-27.00, 0.643280 
-28.00, 0.643328 
-29.00, 0.643358 
-30.00, 0.643377 
-31.00, 0.643401 
-32.00, 0.643419 
-33.00, 0.643441 
-34.00, 0.643457 
-35.00, 0.643467 
-36.00, 0.643495 
-37.00, 0.643500 
-38.00, 0.643519 
-39.00, 0.643531 
-40.00, 0.643542 
-41.00, 0.643547 
-42.00, 0.643560 
-43.00, 0.643566 
-44.00, 0.643575 
-45.00, 0.643581 
-46.00, 0.643585 
-47.00, 0.643591 
-48.00, 0.643608 
-49.00, 0.643616 
-50.00, 0.643622 
