#Magnetic Field (Oe),Voltage (V) 
-50.00, 0.253130 
-49.00, 0.253104 
-48.00, 0.253084 
-47.00, 0.253055 
-46.00, 0.253030 
-45.00, 0.252997 
-44.00, 0.252969 
-43.00, 0.252931 
-42.00, 0.252901 
-41.00, 0.252859 
-40.00, 0.252826 
-39.00, 0.252776 
-38.00, 0.252737 
-37.00, 0.252681 
-36.00, 0.252634 
-35.00, 0.252586 
-34.00, 0.252516 
-33.00, 0.252460 
-32.00, 0.252381 
-31.00, 0.252315 
-30.00, 0.252220 
-29.00, 0.252143 
-28.00, 0.252037 
-27.00, 0.251951 
-26.00, 0.251819 
-25.00, 0.251714 
-24.00, 0.251563 
-23.00, 0.251439 
-22.00, 0.251262 
-21.00, 0.251117 
-20.00, 0.250896 
-19.00, 0.250718 
-18.00, 0.250511 
-17.00, 0.250228 
-16.00, 0.249993 
-15.00, 0.249694 
-14.00, 0.249446 
-13.00, 0.249115 
-12.00, 0.248840 
-11.00, 0.248440 
-10.00, 0.248159 
-9.00, 0.247764 
-8.00, 0.247475 
-7.00, 0.247147 
-6.00, 0.246922 
-5.00, 0.246472 
-4.00, 0.246266 
-3.00, 0.246078 
-2.00, 0.245839 
-1.00, 0.245653 
-6.22E-15, 0.245452 
1.00, 0.245330 
2.00, 0.245174 
3.00, 0.245111 
4.00, 0.244987 
5.00, 0.244896 
6.00, 0.244791 
7.00, 0.244717 
8.00, 0.244629 
9.00, 0.244578 
10.00, 0.244517 
11.00, 0.244470 
12.00, 0.244435 
13.00, 0.244395 
14.00, 0.244370 
15.00, 0.244345 
16.00, 0.244335 
17.00, 0.244332 
18.00, 0.244324 
19.00, 0.244318 
20.00, 0.244316 
21.00, 0.244324 
22.00, 0.244324 
23.00, 0.244327 
24.00, 0.244331 
25.00, 0.244337 
26.00, 0.244342 
27.00, 0.244348 
28.00, 0.244355 
29.00, 0.244361 
30.00, 0.244371 
31.00, 0.244380 
32.00, 0.244388 
33.00, 0.244397 
34.00, 0.244406 
35.00, 0.244413 
36.00, 0.244423 
37.00, 0.244431 
38.00, 0.244439 
39.00, 0.244446 
40.00, 0.244461 
41.00, 0.244468 
42.00, 0.244474 
43.00, 0.244481 
44.00, 0.244487 
45.00, 0.244493 
46.00, 0.244495 
47.00, 0.244503 
48.00, 0.244505 
49.00, 0.244510 
50.00, 0.244514 
51.00, 0.244518 
51.00, 0.244519 
50.00, 0.244515 
49.00, 0.244510 
48.00, 0.244506 
47.00, 0.244502 
46.00, 0.244499 
45.00, 0.244494 
44.00, 0.244486 
43.00, 0.244484 
42.00, 0.244481 
41.00, 0.244474 
40.00, 0.244467 
39.00, 0.244461 
38.00, 0.244453 
37.00, 0.244445 
36.00, 0.244440 
35.00, 0.244429 
34.00, 0.244423 
33.00, 0.244412 
32.00, 0.244407 
31.00, 0.244396 
30.00, 0.244391 
29.00, 0.244381 
28.00, 0.244376 
27.00, 0.244368 
26.00, 0.244363 
25.00, 0.244359 
24.00, 0.244353 
23.00, 0.244349 
22.00, 0.244344 
21.00, 0.244344 
20.00, 0.244339 
19.00, 0.244336 
18.00, 0.244342 
17.00, 0.244345 
16.00, 0.244348 
15.00, 0.244355 
14.00, 0.244371 
13.00, 0.244392 
12.00, 0.244427 
11.00, 0.244459 
10.00, 0.244495 
9.00, 0.244553 
8.00, 0.244607 
7.00, 0.244687 
6.00, 0.244754 
5.00, 0.244864 
4.00, 0.244976 
3.00, 0.245101 
2.00, 0.245166 
1.00, 0.245321 
-6.22E-15, 0.245453 
-1.00, 0.245656 
-2.00, 0.245842 
-3.00, 0.246063 
-4.00, 0.246250 
-5.00, 0.246452 
-6.00, 0.246755 
-7.00, 0.246981 
-8.00, 0.247339 
-9.00, 0.247586 
-10.00, 0.247901 
-11.00, 0.248198 
-12.00, 0.248574 
-13.00, 0.248836 
-14.00, 0.249289 
-15.00, 0.249532 
-16.00, 0.249848 
-17.00, 0.250080 
-18.00, 0.250355 
-19.00, 0.250717 
-20.00, 0.250895 
-21.00, 0.251128 
-22.00, 0.251274 
-23.00, 0.251452 
-24.00, 0.251580 
-25.00, 0.251735 
-26.00, 0.251838 
-27.00, 0.251968 
-28.00, 0.252058 
-29.00, 0.252164 
-30.00, 0.252240 
-31.00, 0.252337 
-32.00, 0.252400 
-33.00, 0.252480 
-34.00, 0.252535 
-35.00, 0.252603 
-36.00, 0.252652 
-37.00, 0.252698 
-38.00, 0.252752 
-39.00, 0.252795 
-40.00, 0.252844 
-41.00, 0.252877 
-42.00, 0.252919 
-43.00, 0.252948 
-44.00, 0.252987 
-45.00, 0.253012 
-46.00, 0.253044 
-47.00, 0.253070 
-48.00, 0.253098 
-49.00, 0.253119 
-50.00, 0.253146 
