#Magnetic Field (Oe),Voltage (V) 
-50.00, 0.542415 
-49.00, 0.542417 
-48.00, 0.542413 
-47.00, 0.542410 
-46.00, 0.542406 
-45.00, 0.542404 
-44.00, 0.542402 
-43.00, 0.542397 
-42.00, 0.542390 
-41.00, 0.542391 
-40.00, 0.542388 
-39.00, 0.542382 
-38.00, 0.542379 
-37.00, 0.542373 
-36.00, 0.542366 
-35.00, 0.542363 
-34.00, 0.542363 
-33.00, 0.542351 
-32.00, 0.542345 
-31.00, 0.542337 
-30.00, 0.542324 
-29.00, 0.542317 
-28.00, 0.542314 
-27.00, 0.542305 
-26.00, 0.542292 
-25.00, 0.542292 
-24.00, 0.542275 
-23.00, 0.542263 
-22.00, 0.542253 
-21.00, 0.542246 
-20.00, 0.542233 
-19.00, 0.542222 
-18.00, 0.542214 
-17.00, 0.542198 
-16.00, 0.542181 
-15.00, 0.542161 
-14.00, 0.542150 
-13.00, 0.542124 
-12.00, 0.542101 
-11.00, 0.542075 
-10.00, 0.542060 
-9.00, 0.542032 
-8.00, 0.542012 
-7.00, 0.541973 
-6.00, 0.541949 
-5.00, 0.541912 
-4.00, 0.541887 
-3.00, 0.541860 
-2.00, 0.541814 
-1.00, 0.541784 
-6.22E-15, 0.541742 
1.00, 0.541706 
2.00, 0.541654 
3.00, 0.541626 
4.00, 0.541581 
5.00, 0.541575 
6.00, 0.541609 
7.00, 0.541628 
8.00, 0.541635 
9.00, 0.541634 
10.00, 0.541650 
11.00, 0.541678 
12.00, 0.541723 
13.00, 0.541805 
14.00, 0.541921 
15.00, 0.542175 
16.00, 0.542489 
17.00, 0.542928 
18.00, 0.543194 
19.00, 0.543600 
20.00, 0.543901 
21.00, 0.544101 
22.00, 0.544260 
23.00, 0.544437 
24.00, 0.544557 
25.00, 0.544712 
26.00, 0.544761 
27.00, 0.544819 
28.00, 0.544923 
29.00, 0.544967 
30.00, 0.545080 
31.00, 0.545112 
32.00, 0.545138 
33.00, 0.545166 
34.00, 0.545196 
35.00, 0.545207 
36.00, 0.545230 
37.00, 0.545248 
38.00, 0.545261 
39.00, 0.545276 
40.00, 0.545282 
41.00, 0.545299 
42.00, 0.545319 
43.00, 0.545319 
44.00, 0.545330 
45.00, 0.545343 
46.00, 0.545349 
47.00, 0.545363 
48.00, 0.545366 
49.00, 0.545366 
50.00, 0.545368 
51.00, 0.545369 
51.00, 0.545361 
50.00, 0.545364 
49.00, 0.545358 
48.00, 0.545354 
47.00, 0.545345 
46.00, 0.545342 
45.00, 0.545337 
44.00, 0.545333 
43.00, 0.545316 
42.00, 0.545304 
41.00, 0.545291 
40.00, 0.545296 
39.00, 0.545275 
38.00, 0.545259 
37.00, 0.545244 
36.00, 0.545230 
35.00, 0.545216 
34.00, 0.545192 
33.00, 0.545168 
32.00, 0.545148 
31.00, 0.545119 
30.00, 0.545098 
29.00, 0.545060 
28.00, 0.545026 
27.00, 0.544970 
26.00, 0.544931 
25.00, 0.544881 
24.00, 0.544809 
23.00, 0.544743 
22.00, 0.544648 
21.00, 0.544566 
20.00, 0.544433 
19.00, 0.544300 
18.00, 0.544092 
17.00, 0.543929 
16.00, 0.543616 
15.00, 0.543401 
14.00, 0.543008 
13.00, 0.542803 
12.00, 0.542530 
11.00, 0.542447 
10.00, 0.542315 
9.00, 0.542201 
8.00, 0.542146 
7.00, 0.542058 
6.00, 0.542031 
5.00, 0.541987 
4.00, 0.541948 
3.00, 0.541905 
2.00, 0.541878 
1.00, 0.541854 
-6.22E-15, 0.541874 
-1.00, 0.541782 
-2.00, 0.541812 
-3.00, 0.541839 
-4.00, 0.541865 
-5.00, 0.541895 
-6.00, 0.541919 
-7.00, 0.541942 
-8.00, 0.541957 
-9.00, 0.541965 
-10.00, 0.541995 
-11.00, 0.542008 
-12.00, 0.542032 
-13.00, 0.542056 
-14.00, 0.542082 
-15.00, 0.542098 
-16.00, 0.542119 
-17.00, 0.542137 
-18.00, 0.542167 
-19.00, 0.542178 
-20.00, 0.542192 
-21.00, 0.542207 
-22.00, 0.542217 
-23.00, 0.542233 
-24.00, 0.542241 
-25.00, 0.542254 
-26.00, 0.542251 
-27.00, 0.542258 
-28.00, 0.542268 
-29.00, 0.542274 
-30.00, 0.542286 
-31.00, 0.542297 
-32.00, 0.542305 
-33.00, 0.542313 
-34.00, 0.542316 
-35.00, 0.542328 
-36.00, 0.542327 
-37.00, 0.542333 
-38.00, 0.542321 
-39.00, 0.542324 
-40.00, 0.542330 
-41.00, 0.542324 
-42.00, 0.542326 
-43.00, 0.542329 
-44.00, 0.542335 
-45.00, 0.542339 
-46.00, 0.542336 
-47.00, 0.542343 
-48.00, 0.542344 
-49.00, 0.542347 
-50.00, 0.542347 
