0	0.0246753745	0	0.0250000078
10	0.0746620368	0	0.0433012756
20	0.1246572188	0	0.0559017043
30	0.0496879213	0	0.0353553461
40	0.0246832523	0	0.025000011
50	0.2496515935	0	0.0790569462
60	1.6996303371	0	0.2061552835
70	4.0746600684	0	0.3191786346
80	7.5496293883	0	0.434453681
90	8.1246424941	0	0.4506939105
100	6.8996615093	0	0.4153311942
110	4.2246527447	0	0.3250000015
120	1.2496515961	0	0.1767766975
130	0.0996524895	0	0.050000007
140	0.0496811244	0	0.0353553472
150	-0.0003620389	0	2.5918458211981E-005
160	0.0246962158	0	0.0250000087
170	0.0496773306	0	0.0353553453
180	0.0746856227	0	0.0433012742
190	0.049684275	0	0.0353553439
200	-0.0003106744	0	1.73795712138395E-005
210	0.0246870789	0	0.025000006
220	0.1496891539	0	0.0612372459
230	0.0996577496	0	0.0500000031
240	1.3246542344	0	0.1820027481
250	4.1746488396	0	0.3230712001
260	7.0746529792	0	0.4205650964
270	7.7746588939	0	0.4408798026
280	6.9246588939	0	0.4160829248
290	3.7746646243	0	0.3072051436
300	1.474651677	0	0.1920286445
310	0.1996507691	0	0.0707106804
320	0.0746640907	0	0.0433012738
330	0.0746689965	0	0.0433012738
340	-0.0003115355	0	1.70075309924885E-005
350	0.0246677456	0	0.0250000073
360	0.0246785205	0	0.0250000074

