1 1463066401 710464 0 867.874 15462.9 1.6384e+07
2 1463066402 44552 0.334088 868.317 6779.72 1.6384e+07
3 1463066433 10527 30.966 867.973 2454.22 1.6384e+07
4 1463066437 245308 3.76522 868.271 51117.5 1.6384e+07
5 1463066447 559021 9.68629 868.111 5450.58 1.6384e+07
6 1463066450 277702 2.71868 867.683 3583.65 1.6384e+07
7 1463066459 573900 8.7038 867.706 2586.94 1.6384e+07
8 1463066460 620716 0.953184 867.805 2263.27 1.6384e+07
9 1463066471 468181 10.8475 867.775 5547.55 1.6384e+07
10 1463066542 932559 70.5356 867.783 3456.18 1.6384e+07
11 1463066563 608499 20.6759 867.714 41920.8 1.6384e+07
12 1463066589 95947 25.4874 868.004 2184.24 1.6384e+07
13 1463066605 725715 15.3702 867.752 9948.18 1.6384e+07
14 1463066617 126402 11.4007 867.996 4724.79 1.6384e+07
15 1463066652 402618 34.7238 867.714 2485.85 1.6384e+07
16 1463066710 28416 57.6258 868.233 2912.42 1.6384e+07
17 1463066772 821307 61.2071 867.714 13726.2 1.6384e+07
18 1463066827 632074 54.8108 868.202 54450.8 1.6384e+07
19 1463066849 847792 21.7843 868.271 9419.63 1.6384e+07
20 1463066850 251581 0.403789 867.859 3252.6 1.6384e+07
21 1463066890 678528 39.5731 867.638 24139.7 1.6384e+07
22 1463066893 684422 2.99411 867.783 54050.2 1.6384e+07
23 1463066925 115667 31.4312 867.79 4148.8 1.6384e+07
24 1463066925 828695 0.713028 868.156 3125.72 1.6384e+07
25 1463066987 463583 61.6349 867.729 7659.57 1.6384e+07
26 1463067011 800540 23.663 868.118 3831.65 1.6384e+07
27 1463067153 202582 141.402 868.172 42553.7 1.6384e+07
28 1463067195 166961 41.9644 867.744 4350.53 1.6384e+07
29 1463067223 194383 27.9726 867.844 2697.49 1.6384e+07
30 1463067251 894747 27.2996 867.722 11035.3 1.6384e+07
31 1463067257 363503 5.46876 868.065 33981.6 1.6384e+07
32 1463067307 232802 49.8693 868.34 4420.03 1.6384e+07
33 1463067314 677841 6.55496 867.531 2087.52 1.6384e+07
34 1463067367 33675 52.3558 867.722 3426.9 1.6384e+07
35 1463067376 279645 8.75403 867.737 19271 1.6384e+07
36 1463067418 845171 41.4345 867.805 3206.63 1.6384e+07
37 1463067432 242664 13.3975 868.095 43957.8 1.6384e+07
38 1463067478 969368 45.2733 868.134 21127.2 1.6384e+07
39 1463067480 44413 1.07505 867.691 22446.2 1.6384e+07
40 1463067496 221107 15.8233 868.034 2840.74 1.6384e+07
41 1463067531 566460 34.6546 868.164 36703.1 1.6384e+07
42 1463067538 873984 6.69248 868.256 61422.2 1.6384e+07
43 1463067630 136663 91.2627 868.095 2259.77 1.6384e+07
44 1463067639 325662 8.811 867.531 4924.97 1.6384e+07
45 1463067733 609134 93.7165 867.722 34512.5 1.6384e+07
46 1463067735 679089 1.93005 868.172 10386.6 1.6384e+07
47 1463067747 781309 11.8978 868.073 3399.22 1.6384e+07
48 1463067797 222643 49.4413 867.661 48583.2 1.6384e+07
49 1463067870 229100 72.9935 867.737 13424.4 1.6384e+07
50 1463067892 841249 21.3879 868.004 2928.52 1.6384e+07
51 1463067899 299654 6.4584 867.546 3010.11 1.6384e+07
52 1463067904 166778 4.86712 867.538 2811.67 1.6384e+07
53 1463067916 695926 11.4709 867.439 4464.31 1.6384e+07
54 1463067966 933998 49.7619 867.371 4209.51 1.6384e+07
55 1463067971 53429 4.11943 867.615 2428.39 1.6384e+07
56 1463067980 380293 8.67314 867.63 2211.12 1.6384e+07
57 1463067996 684507 15.6958 868.027 3434.49 1.6384e+07
58 1463068085 820972 88.8635 867.867 2683.54 1.6384e+07
59 1463068097 142552 11.3216 867.531 2545.31 1.6384e+07
60 1463068101 253437 3.88911 867.523 7437.06 1.6384e+07
61 1463068106 15914 4.76248 867.5 6949.83 1.6384e+07
62 1463068138 469289 31.5466 867.371 2205.99 1.6384e+07
63 1463068160 525078 21.9442 867.538 3694.44 1.6384e+07
64 1463068234 713654 73.8114 867.401 3665.03 1.6384e+07
65 1463068278 264695 43.551 867.409 38729.8 1.6384e+07
66 1463068313 740929 34.5238 867.645 36353.1 1.6384e+07
67 1463068346 482680 32.7418 867.599 2846.2 1.6384e+07
68 1463068424 997289 77.4854 867.416 4072.24 1.6384e+07
69 1463068431 836824 6.83953 867.378 6641.23 1.6384e+07
70 1463068434 92198 2.25537 867.5 2977.56 1.6384e+07
71 1463068444 9285 9.91709 867.47 3326.76 1.6384e+07
72 1463068519 812267 74.197 867.424 3662.02 1.6384e+07
73 1463068527 335447 7.52318 867.34 3559.17 1.6384e+07
74 1463068539 930785 11.4047 867.668 3570.57 1.6384e+07
75 1463068561 54673 21.1239 867.912 6864.24 1.6384e+07
76 1463068568 549963 6.50471 867.874 12072 1.6384e+07
77 1463068645 977351 76.5726 867.729 2701.26 1.6384e+07
78 1463068660 647661 14.6703 867.912 6577.9 1.6384e+07
79 1463068669 194344 8.54668 867.851 3235.85 1.6384e+07
80 1463068673 818204 3.37614 867.332 3283.64 1.6384e+07
81 1463068691 830670 17.9875 867.744 3207.56 1.6384e+07
82 1463068699 808099 7.97743 867.76 52094.4 1.6384e+07
83 1463068757 359072 57.551 867.897 7149.66 1.6384e+07
84 1463068836 112275 78.7532 867.538 2406.24 1.6384e+07
85 1463068846 314798 9.79748 868.05 6355.45 1.6384e+07
86 1463068847 682904 0.631894 867.226 27197.3 1.6384e+07
87 1463068955 345595 107.663 867.638 5189.21 1.6384e+07
88 1463068982 155102 26.8095 867.447 3370.54 1.6384e+07
89 1463069030 402845 47.7523 867.325 5709.27 1.6384e+07
90 1463069121 919919 90.4829 867.935 3814.72 1.6384e+07
91 1463069151 359722 29.4398 867.844 7136.47 1.6384e+07
92 1463069225 914527 73.4452 867.424 9445.24 1.6384e+07
93 1463069231 951295 5.96323 868.156 4931.72 1.6384e+07
94 1463069256 530369 24.5791 867.989 40197.9 1.6384e+07
