#Magnetic Field (Oe),Voltage (V) 
-40.00, 0.060170 
-39.00, 0.060159 
-38.00, 0.060149 
-37.00, 0.060138 
-36.00, 0.060129 
-35.00, 0.060119 
-34.00, 0.060102 
-33.00, 0.060093 
-32.00, 0.060079 
-31.00, 0.060066 
-30.00, 0.060047 
-29.00, 0.060031 
-28.00, 0.060010 
-27.00, 0.059989 
-26.00, 0.059959 
-25.00, 0.059941 
-24.00, 0.059912 
-23.00, 0.059885 
-22.00, 0.059848 
-21.00, 0.059824 
-20.00, 0.059772 
-19.00, 0.059737 
-18.00, 0.059699 
-17.00, 0.059640 
-16.00, 0.059595 
-15.00, 0.059523 
-14.00, 0.059471 
-13.00, 0.059379 
-12.00, 0.059313 
-11.00, 0.059208 
-10.00, 0.059138 
-9.00, 0.059016 
-8.00, 0.058933 
-7.00, 0.058800 
-6.00, 0.058718 
-5.00, 0.058593 
-4.00, 0.058520 
-3.00, 0.058445 
-2.00, 0.058359 
-1.00, 0.058317 
-6.22E-15, 0.058265 
1.00, 0.058238 
2.00, 0.058201 
3.00, 0.058188 
4.00, 0.058164 
5.00, 0.058149 
6.00, 0.058131 
7.00, 0.058119 
8.00, 0.058103 
9.00, 0.058092 
10.00, 0.058082 
11.00, 0.058075 
12.00, 0.058071 
13.00, 0.058064 
14.00, 0.058060 
15.00, 0.058054 
16.00, 0.058051 
17.00, 0.058043 
18.00, 0.058039 
19.00, 0.058035 
20.00, 0.058036 
21.00, 0.058033 
22.00, 0.058029 
23.00, 0.058027 
24.00, 0.058023 
25.00, 0.058021 
26.00, 0.058023 
27.00, 0.058023 
28.00, 0.058026 
29.00, 0.058027 
30.00, 0.058024 
31.00, 0.058025 
32.00, 0.058022 
33.00, 0.058019 
34.00, 0.058013 
35.00, 0.058009 
36.00, 0.058006 
37.00, 0.058004 
38.00, 0.058002 
39.00, 0.057998 
40.00, 0.057994 
40.00, 0.057994 
39.00, 0.057995 
38.00, 0.057998 
37.00, 0.057997 
36.00, 0.057999 
35.00, 0.057998 
34.00, 0.057999 
33.00, 0.057999 
32.00, 0.058000 
31.00, 0.058001 
30.00, 0.058004 
29.00, 0.058007 
28.00, 0.058010 
27.00, 0.058012 
26.00, 0.058013 
25.00, 0.058016 
24.00, 0.058020 
23.00, 0.058024 
22.00, 0.058027 
21.00, 0.058029 
20.00, 0.058030 
19.00, 0.058030 
18.00, 0.058033 
17.00, 0.058036 
16.00, 0.058038 
15.00, 0.058040 
14.00, 0.058046 
13.00, 0.058050 
12.00, 0.058056 
11.00, 0.058057 
10.00, 0.058064 
9.00, 0.058072 
8.00, 0.058079 
7.00, 0.058088 
6.00, 0.058095 
5.00, 0.058105 
4.00, 0.058114 
3.00, 0.058126 
2.00, 0.058134 
1.00, 0.058148 
-6.22E-15, 0.058159 
-1.00, 0.058177 
-2.00, 0.058194 
-3.00, 0.058218 
-4.00, 0.058238 
-5.00, 0.058261 
-6.00, 0.058300 
-7.00, 0.058338 
-8.00, 0.058396 
-9.00, 0.058443 
-10.00, 0.058520 
-11.00, 0.058585 
-12.00, 0.058688 
-13.00, 0.058751 
-14.00, 0.058877 
-15.00, 0.058958 
-16.00, 0.059086 
-17.00, 0.059161 
-18.00, 0.059274 
-19.00, 0.059342 
-20.00, 0.059408 
-21.00, 0.059502 
-22.00, 0.059553 
-23.00, 0.059630 
-24.00, 0.059679 
-25.00, 0.059740 
-26.00, 0.059778 
-27.00, 0.059828 
-28.00, 0.059858 
-29.00, 0.059900 
-30.00, 0.059925 
-31.00, 0.059960 
-32.00, 0.059982 
-33.00, 0.060010 
-34.00, 0.060030 
-35.00, 0.060055 
-36.00, 0.060071 
-37.00, 0.060086 
-38.00, 0.060107 
-39.00, 0.060120 
-40.00, 0.060138 
