#Magnetic Field (Oe),Voltage (V) 
-40.00, 0.069317 
-39.00, 0.069306 
-38.00, 0.069298 
-37.00, 0.069290 
-36.00, 0.069283 
-35.00, 0.069276 
-34.00, 0.069270 
-33.00, 0.069263 
-32.00, 0.069255 
-31.00, 0.069248 
-30.00, 0.069239 
-29.00, 0.069233 
-28.00, 0.069223 
-27.00, 0.069215 
-26.00, 0.069202 
-25.00, 0.069192 
-24.00, 0.069173 
-23.00, 0.069159 
-22.00, 0.069133 
-21.00, 0.069111 
-20.00, 0.069072 
-19.00, 0.069041 
-18.00, 0.068999 
-17.00, 0.068916 
-16.00, 0.068852 
-15.00, 0.068692 
-14.00, 0.068589 
-13.00, 0.068305 
-12.00, 0.068054 
-11.00, 0.067379 
-10.00, 0.067040 
-9.00, 0.066333 
-8.00, 0.066040 
-7.00, 0.065617 
-6.00, 0.065447 
-5.00, 0.065233 
-4.00, 0.065139 
-3.00, 0.065057 
-2.00, 0.064968 
-1.00, 0.064923 
-6.22E-15, 0.064872 
1.00, 0.064845 
2.00, 0.064814 
3.00, 0.064802 
4.00, 0.064783 
5.00, 0.064771 
6.00, 0.064756 
7.00, 0.064749 
8.00, 0.064740 
9.00, 0.064733 
10.00, 0.064725 
11.00, 0.064720 
12.00, 0.064716 
13.00, 0.064711 
14.00, 0.064716 
15.00, 0.064717 
16.00, 0.064713 
17.00, 0.064708 
18.00, 0.064705 
19.00, 0.064701 
20.00, 0.064698 
21.00, 0.064695 
22.00, 0.064694 
23.00, 0.064692 
24.00, 0.064690 
25.00, 0.064688 
26.00, 0.064686 
27.00, 0.064684 
28.00, 0.064682 
29.00, 0.064681 
30.00, 0.064678 
31.00, 0.064676 
32.00, 0.064674 
33.00, 0.064674 
34.00, 0.064672 
35.00, 0.064671 
36.00, 0.064668 
37.00, 0.064666 
38.00, 0.064664 
39.00, 0.064663 
40.00, 0.064663 
40.00, 0.064663 
39.00, 0.064663 
38.00, 0.064663 
37.00, 0.064664 
36.00, 0.064664 
35.00, 0.064665 
34.00, 0.064665 
33.00, 0.064665 
32.00, 0.064666 
31.00, 0.064666 
30.00, 0.064668 
29.00, 0.064670 
28.00, 0.064671 
27.00, 0.064673 
26.00, 0.064674 
25.00, 0.064675 
24.00, 0.064676 
23.00, 0.064676 
22.00, 0.064678 
21.00, 0.064679 
20.00, 0.064682 
19.00, 0.064684 
18.00, 0.064686 
17.00, 0.064688 
16.00, 0.064690 
15.00, 0.064692 
14.00, 0.064695 
13.00, 0.064696 
12.00, 0.064699 
11.00, 0.064700 
10.00, 0.064702 
9.00, 0.064706 
8.00, 0.064708 
7.00, 0.064712 
6.00, 0.064715 
5.00, 0.064719 
4.00, 0.064722 
3.00, 0.064726 
2.00, 0.064729 
1.00, 0.064735 
-6.22E-15, 0.064740 
-1.00, 0.064748 
-2.00, 0.064753 
-3.00, 0.064763 
-4.00, 0.064771 
-5.00, 0.064781 
-6.00, 0.064797 
-7.00, 0.064809 
-8.00, 0.064832 
-9.00, 0.064849 
-10.00, 0.064888 
-11.00, 0.064915 
-12.00, 0.064977 
-13.00, 0.065018 
-14.00, 0.065118 
-15.00, 0.065195 
-16.00, 0.065409 
-17.00, 0.065566 
-18.00, 0.066104 
-19.00, 0.066459 
-20.00, 0.067118 
-21.00, 0.067999 
-22.00, 0.068266 
-23.00, 0.068624 
-24.00, 0.068744 
-25.00, 0.068901 
-26.00, 0.068960 
-27.00, 0.069032 
-28.00, 0.069064 
-29.00, 0.069104 
-30.00, 0.069123 
-31.00, 0.069147 
-32.00, 0.069159 
-33.00, 0.069174 
-34.00, 0.069182 
-35.00, 0.069193 
-36.00, 0.069197 
-37.00, 0.069202 
-38.00, 0.069208 
-39.00, 0.069211 
-40.00, 0.069214 
