Feb 03 1998     01:39:32 am     Elt: 000302 Seconds.  Real Time: 000303
ID: No spectrum identifier defined
Memory Size: 16384 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        0, 000
  10,        0, 000
  11,        0, 000
  12,        0, 000
  13,       70, 000
  14,      100, 000
  15,      137, 000
  16,      113, 000
  17,      138, 000
  18,      155, 000
  19,      162, 000
  20,      185, 000
  21,      215, 000
  22,      203, 000
  23,      216, 000
  24,      206, 000
  25,      182, 000
  26,      204, 000
  27,      182, 000
  28,      203, 000
  29,      207, 000
  30,      227, 000
  31,      199, 000
  32,      246, 000
  33,      245, 000
  34,      285, 000
  35,      286, 000
  36,      323, 000
  37,      344, 000
  38,      361, 000
  39,      376, 000
  40,      395, 000
  41,      442, 000
  42,      413, 000
  43,      482, 000
  44,      496, 000
  45,      471, 000
  46,      497, 000
  47,      534, 000
  48,      557, 000
  49,      576, 000
  50,      561, 000
  51,      571, 000
  52,      540, 000
  53,      596, 000
  54,      521, 000
  55,      521, 000
  56,      560, 000
  57,      634, 000
  58,      567, 000
  59,      572, 000
  60,      525, 000
  61,      581, 000
  62,      511, 000
  63,      537, 000
  64,      533, 000
  65,      513, 000
  66,      518, 000
  67,      539, 000
  68,      530, 000
  69,      517, 000
  70,      525, 000
  71,      446, 000
  72,      527, 000
  73,      490, 000
  74,      461, 000
  75,      485, 000
  76,      470, 000
  77,      490, 000
  78,      455, 000
  79,      416, 000
  80,      451, 000
  81,      421, 000
  82,      446, 000
  83,      435, 000
  84,      437, 000
  85,      415, 000
  86,      413, 000
  87,      430, 000
  88,      437, 000
  89,      432, 000
  90,      399, 000
  91,      358, 000
  92,      387, 000
  93,      392, 000
  94,      357, 000
  95,      432, 000
  96,      399, 000
  97,      401, 000
  98,      403, 000
  99,      374, 000
 100,      405, 000
 101,      370, 000
 102,      379, 000
 103,      397, 000
 104,      346, 000
 105,      364, 000
 106,      360, 000
 107,      352, 000
 108,      379, 000
 109,      322, 000
 110,      344, 000
 111,      358, 000
 112,      339, 000
 113,      351, 000
 114,      346, 000
 115,      313, 000
 116,      325, 000
 117,      291, 000
 118,      325, 000
 119,      283, 000
 120,      269, 000
 121,      291, 000
 122,      312, 000
 123,      293, 000
 124,      294, 000
 125,      274, 000
 126,      315, 000
 127,      273, 000
 128,      269, 000
 129,      312, 000
 130,      258, 000
 131,      280, 000
 132,      263, 000
 133,      238, 000
 134,      269, 000
 135,      252, 000
 136,      202, 000
 137,      216, 000
 138,      250, 000
 139,      214, 000
 140,      223, 000
 141,      231, 000
 142,      240, 000
 143,      245, 000
 144,      204, 000
 145,      196, 000
 146,      199, 000
 147,      197, 000
 148,      195, 000
 149,      201, 000
 150,      191, 000
 151,      199, 000
 152,      194, 000
 153,      176, 000
 154,      183, 000
 155,      170, 000
 156,      195, 000
 157,      183, 000
 158,      173, 000
 159,      179, 000
 160,      202, 000
 161,      164, 000
 162,      186, 000
 163,      170, 000
 164,      199, 000
 165,      165, 000
 166,      160, 000
 167,      153, 000
 168,      145, 000
 169,      148, 000
 170,      166, 000
 171,      150, 000
 172,      155, 000
 173,      133, 000
 174,      113, 000
 175,      157, 000
 176,      141, 000
 177,      128, 000
 178,      126, 000
 179,      139, 000
 180,      129, 000
 181,      130, 000
 182,      101, 000
 183,      145, 000
 184,       99, 000
 185,      114, 000
 186,      118, 000
 187,      114, 000
 188,      106, 000
 189,      114, 000
 190,      103, 000
 191,      116, 000
 192,       94, 000
 193,      100, 000
 194,       98, 000
 195,       95, 000
 196,      116, 000
 197,       80, 000
 198,       95, 000
 199,       74, 000
 200,       94, 000
 201,       77, 000
 202,       81, 000
 203,       92, 000
 204,       90, 000
 205,       91, 000
 206,       72, 000
 207,       98, 000
 208,       83, 000
 209,      100, 000
 210,       87, 000
 211,       73, 000
 212,       65, 000
 213,       68, 000
 214,       83, 000
 215,       77, 000
 216,       75, 000
 217,       70, 000
 218,       77, 000
 219,       78, 000
 220,       74, 000
 221,       58, 000
 222,       72, 000
 223,       67, 000
 224,       68, 000
 225,       74, 000
 226,       55, 000
 227,       85, 000
 228,       72, 000
 229,       59, 000
 230,       60, 000
 231,       77, 000
 232,       71, 000
 233,       63, 000
 234,       76, 000
 235,       72, 000
 236,       65, 000
 237,       70, 000
 238,       80, 000
 239,       76, 000
 240,       78, 000
 241,       77, 000
 242,       94, 000
 243,       83, 000
 244,      100, 000
 245,      114, 000
 246,      128, 000
 247,      134, 000
 248,      164, 000
 249,      154, 000
 250,      160, 000
 251,      169, 000
 252,      200, 000
 253,      208, 000
 254,      247, 000
 255,      257, 000
 256,      276, 000
 257,      268, 000
 258,      326, 000
 259,      326, 000
 260,      360, 000
 261,      372, 000
 262,      378, 000
 263,      343, 000
 264,      386, 000
 265,      404, 000
 266,      366, 000
 267,      375, 000
 268,      344, 000
 269,      337, 000
 270,      317, 000
 271,      297, 000
 272,      264, 000
 273,      280, 000
 274,      259, 000
 275,      256, 000
 276,      211, 000
 277,      188, 000
 278,      180, 000
 279,      163, 000
 280,      129, 000
 281,      129, 000
 282,      111, 000
 283,       95, 000
 284,       81, 000
 285,       94, 000
 286,       68, 000
 287,       52, 000
 288,       62, 000
 289,       57, 000
 290,       51, 000
 291,       39, 000
 292,       39, 000
 293,       37, 000
 294,       38, 000
 295,       37, 000
 296,       43, 000
 297,       41, 000
 298,       45, 000
 299,       39, 000
 300,       33, 000
 301,       36, 000
 302,       31, 000
 303,       36, 000
 304,       34, 000
 305,       35, 000
 306,       24, 000
 307,       31, 000
 308,       33, 000
 309,       47, 000
 310,       43, 000
 311,       32, 000
 312,       34, 000
 313,       35, 000
 314,       25, 000
 315,       37, 000
 316,       34, 000
 317,       40, 000
 318,       38, 000
 319,       35, 000
 320,       32, 000
 321,       33, 000
 322,       38, 000
 323,       20, 000
 324,       40, 000
 325,       30, 000
 326,       33, 000
 327,       27, 000
 328,       39, 000
 329,       27, 000
 330,       28, 000
 331,       23, 000
 332,       26, 000
 333,       27, 000
 334,       31, 000
 335,       35, 000
 336,       24, 000
 337,       28, 000
 338,       24, 000
 339,       25, 000
 340,       31, 000
 341,       19, 000
 342,       35, 000
 343,       27, 000
 344,       27, 000
 345,       23, 000
 346,       21, 000
 347,       26, 000
 348,       21, 000
 349,       18, 000
 350,       30, 000
 351,       19, 000
 352,       27, 000
 353,       17, 000
 354,       25, 000
 355,       19, 000
 356,       23, 000
 357,       29, 000
 358,       24, 000
 359,       20, 000
 360,       23, 000
 361,       25, 000
 362,       31, 000
 363,       25, 000
 364,       23, 000
 365,       26, 000
 366,       26, 000
 367,       28, 000
 368,       22, 000
 369,       31, 000
 370,       25, 000
 371,       14, 000
 372,       34, 000
 373,       19, 000
 374,       25, 000
 375,       25, 000
 376,       25, 000
 377,       25, 000
 378,       22, 000
 379,       20, 000
 380,       21, 000
 381,       25, 000
 382,       17, 000
 383,       26, 000
 384,       26, 000
 385,       37, 000
 386,       34, 000
 387,       18, 000
 388,       23, 000
 389,       23, 000
 390,       28, 000
 391,       25, 000
 392,       25, 000
 393,       20, 000
 394,       28, 000
 395,       29, 000
 396,       19, 000
 397,       20, 000
 398,       23, 000
 399,       27, 000
 400,       23, 000
 401,       24, 000
 402,       20, 000
 403,       28, 000
 404,       21, 000
 405,       32, 000
 406,       23, 000
 407,       25, 000
 408,       18, 000
 409,       15, 000
 410,       21, 000
 411,       20, 000
 412,       27, 000
 413,       29, 000
 414,       22, 000
 415,       27, 000
 416,       20, 000
 417,       19, 000
 418,       28, 000
 419,       19, 000
 420,       26, 000
 421,       23, 000
 422,       30, 000
 423,       29, 000
 424,       22, 000
 425,       24, 000
 426,       20, 000
 427,       32, 000
 428,       26, 000
 429,       27, 000
 430,       20, 000
 431,       30, 000
 432,       25, 000
 433,       19, 000
 434,       22, 000
 435,       14, 000
 436,       19, 000
 437,       20, 000
 438,       31, 000
 439,       22, 000
 440,       18, 000
 441,       20, 000
 442,       24, 000
 443,       23, 000
 444,       22, 000
 445,       33, 000
 446,       38, 000
 447,       23, 000
 448,       20, 000
 449,       28, 000
 450,       17, 000
 451,       20, 000
 452,       26, 000
 453,       27, 000
 454,       21, 000
 455,       28, 000
 456,       21, 000
 457,       23, 000
 458,       30, 000
 459,       31, 000
 460,       26, 000
 461,       33, 000
 462,       19, 000
