-400	0.168602
-395	0.168608
-390	0.168623
-385	0.168638
-380	0.168647
-375	0.168663
-370	0.168679
-365	0.168696
-360	0.168705
-355	0.168724
-350	0.168742
-345	0.168751
-340	0.168771
-335	0.168791
-330	0.168802
-325	0.168823
-320	0.168846
-315	0.168857
-310	0.168879
-305	0.168903
-300	0.168926
-295	0.168939
-290	0.168962
-285	0.168984
-280	0.169006
-275	0.16903
-270	0.169053
-265	0.169077
-260	0.169103
-255	0.169127
-250	0.169153
-245	0.16918
-240	0.169207
-235	0.169234
-230	0.169264
-225	0.169292
-220	0.169322
-215	0.169354
-210	0.169385
-205	0.169418
-200	0.16945
-195	0.169483
-190	0.169519
-185	0.169553
-180	0.169588
-175	0.169627
-170	0.169664
-165	0.169701
-160	0.169742
-155	0.169781
-150	0.169821
-145	0.169864
-140	0.169906
-135	0.169948
-130	0.169994
-125	0.170037
-120	0.170082
-115	0.17013
-110	0.170175
-105	0.170224
-100	0.170271
-95	0.170318
-90	0.170368
-85	0.170416
-80	0.170464
-75	0.170516
-70	0.170563
-65	0.17061
-60	0.17066
-55	0.170705
-50	0.170749
-45	0.170793
-40	0.170832
-35	0.170866
-30	0.170896
-25	0.170914
-20	0.17092
-15	0.170905
-10	0.170853
-5	0.170729
-3.06E-014	0.170447
5	0.169394
10	0.169847
15	0.170585
20	0.170722
25	0.170759
30	0.170769
35	0.170763
40	0.170746
45	0.170722
50	0.170692
55	0.170655
60	0.170618
65	0.170577
70	0.170533
75	0.17049
80	0.170447
85	0.1704
90	0.170355
95	0.17031
100	0.170262
105	0.170217
110	0.17017
115	0.170125
120	0.170081
125	0.170036
130	0.169993
135	0.169951
140	0.169907
145	0.169866
150	0.169826
155	0.169784
160	0.169745
165	0.169707
170	0.169667
175	0.169631
180	0.169593
185	0.169558
190	0.169524
195	0.169488
200	0.169455
205	0.169423
210	0.16939
215	0.169359
220	0.169329
225	0.169298
230	0.169269
235	0.169241
240	0.169212
245	0.169185
250	0.169159
255	0.169132
260	0.169107
265	0.169083
270	0.169058
275	0.169035
280	0.169012
285	0.168988
290	0.168968
295	0.168945
300	0.168925
305	0.168901
310	0.168889
315	0.168865
320	0.168843
325	0.168833
330	0.168811
335	0.16879
340	0.16877
345	0.16876
350	0.16874
355	0.168722
360	0.168713
365	0.168694
370	0.168677
375	0.168669
380	0.168652
385	0.168636
390	0.168627
395	0.168612
400	0.168596
405	0.168581
