51	0.14113
50	0.141126
49	0.141123
48	0.141119
47	0.141115
46	0.141109
45	0.141105
44	0.141098
43	0.141093
42	0.141087
41	0.141078
40	0.141072
39	0.141061
38	0.141051
37	0.141037
36	0.141024
35	0.141007
34	0.140992
33	0.140965
32	0.140945
31	0.140914
30	0.140889
29	0.140851
28	0.140821
27	0.140768
26	0.140716
25	0.140662
24	0.140577
23	0.140489
22	0.140371
21	0.140278
20	0.14013
19	0.140017
18	0.139849
17	0.139719
16	0.13949
15	0.139326
14	0.139119
13	0.138964
12	0.138805
11	0.138637
10	0.138458
9	0.138212
8	0.138025
7	0.137712
6	0.137516
5	0.137236
4	0.137014
3	0.136677
2	0.13654
1	0.136204
-6.22E-015	0.136005
-1	0.135832
-2	0.135721
-3	0.135602
-4	0.135526
-5	0.135467
-6	0.135383
-7	0.135334
-8	0.13528
-9	0.135243
-10	0.135203
-11	0.135176
-12	0.135143
-13	0.135119
-14	0.135091
-15	0.135071
-16	0.135047
-17	0.135031
-18	0.135011
-19	0.134997
-20	0.134984
-21	0.134968
-22	0.134957
-23	0.134942
-24	0.13493
-25	0.134918
-26	0.134909
-27	0.134897
-28	0.13489
-29	0.134878
-30	0.134871
-31	0.134861
-32	0.134854
-33	0.134845
-34	0.134839
-35	0.13483
-36	0.134825
-37	0.13482
-38	0.134813
-39	0.134809
-40	0.134803
-41	0.134799
-42	0.134793
-43	0.134789
-44	0.134784
-45	0.134781
-46	0.134775
-47	0.134772
-48	0.134767
-49	0.134763
-50	0.13476
