0	0.957314301251764	0	0.0540277327126239
1	0.865850442322661	0	0.0513819896983152
2	0.847555465668424	0	0.0508364211549304
3	0.646331858836755	0	0.0443937383775465
4	0.618891176410309	0	0.0434412712794798
5	0.512180324970824	0	0.0395194526454007
6	0.472544856654356	0	0.0379597142179281
7	0.347540327369762	0	0.0325546540496434
8	0.22863470048568	0	0.0264056086110123
9	0.149364885766484	0	0.0213436761085365
10	0.118877570278175	0	0.019041711202741
12	0.0127760446333551	0	0.00242103427241291
15	0.00637363826556911	0	0.00171223535199006
20	0.00454409781780316	0	0.0014472750152426
-1	1	0	0.0552189334575752
-2	0.82316669781116	0	0.0500995465121908
-3	0.710356707942953	0	0.0465405648459973
-4	0.692061821959037	0	0.0459375190206248
-5	0.499985958946676	0	0.0390461174596552
-6	0.442054435956803	0	0.0367149235083542
-7	0.335345241050268	0	0.0319784316936915
-8	0.277418646892818	0	0.0290858932125835
-9	0.152414289674205	0	0.0215603281800576
-10	0.131072289196736	0	0.0199943359151494
-12	0.0242092163376997	0	0.00333048783856542
-15	0.00408504178529705	0	0.00137312044926912
-20	0.00500065147567645	0	0.00151788964286002
