0	0	0	0.0
1	0	0	0.0
2	0	0	0.0
3	0	0	0.0
4	0	0	0.0
5	0	0	0.0
6	0	0	0.0
7	0	0	0.0
8	0	0	0.0
9	0	0	0.0
10	0	0	0.0
11	0	0	0.0
12	0	0	0.0
13	87	0	9.3
14	152	0	12.3
15	168	0	13.0
16	158	0	12.6
17	164	0	12.8
18	158	0	12.6
19	196	0	14.0
20	223	0	14.9
21	245	0	15.7
22	238	0	15.4
23	226	0	15.0
24	253	0	15.9
25	229	0	15.1
26	205	0	14.3
27	185	0	13.6
28	185	0	13.6
29	221	0	14.9
30	228	0	15.1
31	226	0	15.0
32	228	0	15.1
33	272	0	16.5
34	303	0	17.4
35	285	0	16.9
36	261	0	16.2
37	323	0	18.0
38	345	0	18.6
39	373	0	19.3
40	420	0	20.5
41	436	0	20.9
42	455	0	21.3
43	472	0	21.7
44	507	0	22.5
45	497	0	22.3
46	514	0	22.7
47	523	0	22.9
48	556	0	23.6
49	548	0	23.4
50	508	0	22.5
51	567	0	23.8
52	532	0	23.1
53	530	0	23.0
54	533	0	23.1
55	566	0	23.8
56	590	0	24.3
57	530	0	23.0
58	591	0	24.3
59	519	0	22.8
60	565	0	23.8
61	566	0	23.8
62	583	0	24.1
63	511	0	22.6
64	536	0	23.2
65	566	0	23.8
66	553	0	23.5
67	564	0	23.7
68	560	0	23.7
69	562	0	23.7
70	527	0	23.0
71	515	0	22.7
72	475	0	21.8
73	510	0	22.6
74	530	0	23.0
75	516	0	22.7
76	531	0	23.0
77	486	0	22.0
78	475	0	21.8
79	489	0	22.1
80	494	0	22.2
81	499	0	22.3
82	499	0	22.3
83	444	0	21.1
84	424	0	20.6
85	450	0	21.2
86	492	0	22.2
87	435	0	20.9
88	426	0	20.6
89	430	0	20.7
90	407	0	20.2
91	435	0	20.9
92	426	0	20.6
93	417	0	20.4
94	459	0	21.4
95	424	0	20.6
96	409	0	20.2
97	438	0	20.9
98	456	0	21.4
99	448	0	21.2
100	458	0	21.4
101	437	0	20.9
102	466	0	21.6
103	427	0	20.7
104	433	0	20.8
105	396	0	19.9
106	418	0	20.4
107	401	0	20.0
108	348	0	18.7
109	349	0	18.7
110	353	0	18.8
111	363	0	19.1
112	387	0	19.7
113	344	0	18.5
114	350	0	18.7
115	346	0	18.6
116	347	0	18.6
117	349	0	18.7
118	316	0	17.8
119	341	0	18.5
120	362	0	19.0
121	353	0	18.8
122	306	0	17.5
123	313	0	17.7
124	299	0	17.3
125	307	0	17.5
126	297	0	17.2
127	296	0	17.2
128	288	0	17.0
129	272	0	16.5
130	280	0	16.7
131	285	0	16.9
132	292	0	17.1
133	271	0	16.5
134	267	0	16.3
135	304	0	17.4
136	265	0	16.3
137	232	0	15.2
138	274	0	16.6
139	259	0	16.1
140	237	0	15.4
141	244	0	15.6
142	266	0	16.3
143	223	0	14.9
144	227	0	15.1
145	220	0	14.8
146	237	0	15.4
147	209	0	14.5
148	218	0	14.8
149	221	0	14.9
150	198	0	14.1
151	224	0	15.0
152	225	0	15.0
153	206	0	14.4
154	190	0	13.8
155	205	0	14.3
156	203	0	14.2
157	170	0	13.0
158	206	0	14.4
159	176	0	13.3
160	208	0	14.4
161	191	0	13.8
162	143	0	12.0
163	183	0	13.5
164	206	0	14.4
165	163	0	12.8
166	164	0	12.8
167	184	0	13.6
168	164	0	12.8
169	163	0	12.8
170	160	0	12.6
171	155	0	12.4
172	151	0	12.3
173	180	0	13.4
174	141	0	11.9
175	160	0	12.6
176	155	0	12.4
177	145	0	12.0
178	144	0	12.0
179	130	0	11.4
180	151	0	12.3
181	135	0	11.6
182	146	0	12.1
183	118	0	10.9
184	124	0	11.1
185	139	0	11.8
186	129	0	11.4
187	115	0	10.7
188	130	0	11.4
189	107	0	10.3
190	109	0	10.4
191	127	0	11.3
192	99	0	9.9
193	116	0	10.8
194	87	0	9.3
195	101	0	10.0
196	92	0	9.6
197	99	0	9.9
198	87	0	9.3
199	78	0	8.8
200	102	0	10.1
201	97	0	9.8
202	97	0	9.8
203	103	0	10.1
204	81	0	9.0
205	98	0	9.9
206	99	0	9.9
207	81	0	9.0
208	94	0	9.7
209	98	0	9.9
210	71	0	8.4
211	96	0	9.8
212	80	0	8.9
213	68	0	8.2
214	74	0	8.6
215	77	0	8.8
216	85	0	9.2
217	72	0	8.5
218	78	0	8.8
219	59	0	7.7
220	66	0	8.1
221	70	0	8.4
222	68	0	8.2
223	67	0	8.2
224	59	0	7.7
225	58	0	7.6
226	60	0	7.7
227	76	0	8.7
228	58	0	7.6
229	59	0	7.7
230	67	0	8.2
231	64	0	8.0
232	67	0	8.2
233	74	0	8.6
234	74	0	8.6
235	59	0	7.7
236	80	0	8.9
237	78	0	8.8
238	76	0	8.7
239	90	0	9.5
240	101	0	10.0
241	88	0	9.4
242	89	0	9.4
243	123	0	11.1
244	134	0	11.6
245	132	0	11.5
246	163	0	12.8
247	165	0	12.8
248	180	0	13.4
249	220	0	14.8
250	242	0	15.6
251	268	0	16.4
252	263	0	16.2
253	295	0	17.2
254	328	0	18.1
255	366	0	19.1
256	396	0	19.9
257	411	0	20.3
258	387	0	19.7
259	405	0	20.1
260	420	0	20.5
261	459	0	21.4
262	434	0	20.8
263	416	0	20.4
264	474	0	21.8
265	460	0	21.4
266	426	0	20.6
267	385	0	19.6
268	370	0	19.2
269	386	0	19.6
270	356	0	18.9
271	284	0	16.9
272	288	0	17.0
273	257	0	16.0
274	244	0	15.6
275	199	0	14.1
276	198	0	14.1
277	177	0	13.3
278	161	0	12.7
279	108	0	10.4
280	104	0	10.2
281	100	0	10.0
282	84	0	9.2
283	74	0	8.6
284	66	0	8.1
285	53	0	7.3
286	47	0	6.9
287	59	0	7.7
288	56	0	7.5
289	36	0	6.0
290	51	0	7.1
291	47	0	6.9
292	43	0	6.6
293	39	0	6.2
294	32	0	5.7
295	44	0	6.6
296	42	0	6.5
297	40	0	6.3
298	40	0	6.3
299	34	0	5.8
300	48	0	6.9
301	46	0	6.8
302	49	0	7.0
303	46	0	6.8
304	36	0	6.0
305	38	0	6.2
306	37	0	6.1
307	41	0	6.4
308	41	0	6.4
309	27	0	5.2
310	31	0	5.6
311	34	0	5.8
312	40	0	6.3
313	35	0	5.9
314	27	0	5.2
315	28	0	5.3
316	32	0	5.7
317	41	0	6.4
318	31	0	5.6
319	34	0	5.8
320	24	0	4.9
321	29	0	5.4
322	32	0	5.7
323	41	0	6.4
324	34	0	5.8
325	36	0	6.0
326	25	0	5.0
327	24	0	4.9
328	26	0	5.1
329	23	0	4.8
330	26	0	5.1
331	28	0	5.3
332	27	0	5.2
333	27	0	5.2
334	33	0	5.7
335	23	0	4.8
336	30	0	5.5
337	33	0	5.7
338	24	0	4.9
339	30	0	5.5
340	35	0	5.9
341	25	0	5.0
342	20	0	4.5
343	30	0	5.5
344	30	0	5.5
345	32	0	5.7
346	21	0	4.6
347	24	0	4.9
348	17	0	4.1
349	14	0	3.7
350	25	0	5.0
351	21	0	4.6
352	23	0	4.8
353	30	0	5.5
354	26	0	5.1
355	32	0	5.7
356	17	0	4.1
357	30	0	5.5
358	29	0	5.4
359	23	0	4.8
360	23	0	4.8
361	25	0	5.0
362	22	0	4.7
363	24	0	4.9
364	34	0	5.8
365	25	0	5.0
366	26	0	5.1
367	23	0	4.8
368	28	0	5.3
369	19	0	4.4
370	30	0	5.5
371	27	0	5.2
372	30	0	5.5
373	26	0	5.1
374	25	0	5.0
375	22	0	4.7
376	27	0	5.2
377	19	0	4.4
378	26	0	5.1
379	15	0	3.9
380	16	0	4.0
381	28	0	5.3
382	25	0	5.0
383	23	0	4.8
384	24	0	4.9
385	20	0	4.5
386	22	0	4.7
387	19	0	4.4
388	20	0	4.5
389	34	0	5.8
390	26	0	5.1
391	27	0	5.2
392	21	0	4.6
393	23	0	4.8
394	26	0	5.1
395	26	0	5.1
396	23	0	4.8
397	31	0	5.6
398	23	0	4.8
399	35	0	5.9
400	20	0	4.5
401	16	0	4.0
402	18	0	4.2
403	25	0	5.0
404	27	0	5.2
405	27	0	5.2
406	34	0	5.8
407	20	0	4.5
408	27	0	5.2
409	20	0	4.5
410	28	0	5.3
411	23	0	4.8
412	36	0	6.0
413	22	0	4.7
414	21	0	4.6
415	25	0	5.0
416	25	0	5.0
417	20	0	4.5
418	24	0	4.9
419	25	0	5.0
420	25	0	5.0
421	23	0	4.8
422	25	0	5.0
423	18	0	4.2
424	30	0	5.5
425	22	0	4.7
426	32	0	5.7
427	25	0	5.0
