-10	3.8162614587	0.0021371846
-9.8	3.8152650458	0.0021368867
-9.6	3.8152650458	0.0021368867
-9.4	3.8152650458	0.0021368867
-9.2	3.8152650458	0.0021368867
-9	3.8152650458	0.0021368867
-8.8	3.8152650458	0.0021368867
-8.6	3.8152650458	0.0021368867
-8.4	3.8142686329	0.0021365889
-8.2	3.8142686329	0.0021365889
-8	3.8142686329	0.0021365889
-7.8	3.8142686329	0.0021365889
-7.6	3.8142686329	0.0021365889
-7.4	3.8142686329	0.0021365889
-7.2	3.8142686329	0.0021365889
-7	3.81327222	0.002136291
-6.8	3.81327222	0.002136291
-6.6	3.81327222	0.002136291
-6.4	3.81327222	0.002136291
-6.2	3.81327222	0.002136291
-6	3.8122758071	0.0021359932
-5.8	3.8122758071	0.0021359932
-5.6	3.8122758071	0.0021359932
-5.4	3.8122758071	0.0021359932
-5.2	3.8122758071	0.0021359932
-5	3.8112793942	0.0021356953
-4.8	3.8122758071	0.0021359932
-4.6	3.8112793942	0.0021356953
-4.4	3.8112793942	0.0021356953
-4.2	3.8112793942	0.0021356953
-4	3.8112793942	0.0021356953
-3.8	3.8102829813	0.0021353975
-3.6	3.8112793942	0.0021356953
-3.4	3.8102829813	0.0021353975
-3.2	3.8102829813	0.0021353975
-3	3.8102829813	0.0021353975
-2.8	3.8102829813	0.0021353975
-2.6	3.8092865684	0.0021350996
-2.4	3.8092865684	0.0021350996
-2.2	3.8092865684	0.0021350996
-2	3.8092865684	0.0021350996
-1.8	3.8092865684	0.0021350996
-1.6	3.8092865684	0.0021350996
-1.4	3.8092865684	0.0021350996
-1.2	3.8092865684	0.0021350996
-1	3.8092865684	0.0021350996
-0.8	3.8082901554	0.0021348018
-0.6	3.8082901554	0.0021348018
-0.4	3.8082901554	0.0021348018
-0.2	3.8082901554	0.0021348018
0	3.8092865684	0.0021350996
0.2	3.8082901554	0.0021348018
0.4	3.8082901554	0.0021348018
0.6	3.8092865684	0.0021350996
0.8	3.8102829813	0.0021353975
1	3.8092865684	0.0021350996
1.2	3.8102829813	0.0021353975
1.4	3.8112793942	0.0021356953
1.6	3.8112793942	0.0021356953
1.8	3.8122758071	0.0021359932
2	3.81327222	0.002136291
2.2	3.81327222	0.002136291
2.4	3.81327222	0.002136291
2.6	3.8142686329	0.0021365889
2.8	3.8162614587	0.0021371846
3	3.8162614587	0.0021371846
3.2	3.8172578717	0.0021374824
3.4	3.8192506975	0.0021380781
3.6	3.8192506975	0.0021380781
3.8	3.8202471104	0.002138376
4	3.8222399362	0.0021389717
4.2	3.8222399362	0.0021389717
4.4	3.8232363491	0.0021392695
4.6	3.8232363491	0.0021392695
4.8	3.8242327621	0.0021395674
5	3.8242327621	0.0021395674
5.2	3.825229175	0.0021398652
5.4	3.825229175	0.0021398652
5.6	3.825229175	0.0021398652
5.8	3.825229175	0.0021398652
6	3.8262255879	0.0021401631
6.2	3.8262255879	0.0021401631
6.4	3.8262255879	0.0021401631
6.6	3.8262255879	0.0021401631
6.8	3.8262255879	0.0021401631
7	3.8272220008	0.0021404609
7.2	3.8272220008	0.0021404609
7.4	3.8272220008	0.0021404609
7.6	3.8272220008	0.0021404609
7.8	3.8272220008	0.0021404609
8	3.8272220008	0.0021404609
8.2	3.8272220008	0.0021404609
8.4	3.8272220008	0.0021404609
8.6	3.8272220008	0.0021404609
8.8	3.8272220008	0.0021404609
9	3.8272220008	0.0021404609
9.2	3.8272220008	0.0021404609
9.4	3.8282184137	0.0021407588
9.6	3.8282184137	0.0021407588
9.8	3.8282184137	0.0021407588
10	3.8282184137	0.0021407588

