#Magnetic Field (Oe),Voltage (V) 
-100.00, 0.063677 
-99.00, 0.063676 
-98.00, 0.063676 
-97.00, 0.063675 
-96.00, 0.063674 
-95.00, 0.063674 
-94.00, 0.063673 
-93.00, 0.063672 
-92.00, 0.063671 
-91.00, 0.063670 
-90.00, 0.063669 
-89.00, 0.063668 
-88.00, 0.063667 
-87.00, 0.063666 
-86.00, 0.063665 
-85.00, 0.063664 
-84.00, 0.063663 
-83.00, 0.063661 
-82.00, 0.063660 
-81.00, 0.063659 
-80.00, 0.063657 
-79.00, 0.063656 
-78.00, 0.063654 
-77.00, 0.063652 
-76.00, 0.063652 
-75.00, 0.063650 
-74.00, 0.063648 
-73.00, 0.063646 
-72.00, 0.063644 
-71.00, 0.063642 
-70.00, 0.063640 
-69.00, 0.063638 
-68.00, 0.063635 
-67.00, 0.063633 
-66.00, 0.063630 
-65.00, 0.063628 
-64.00, 0.063625 
-63.00, 0.063622 
-62.00, 0.063619 
-61.00, 0.063616 
-60.00, 0.063612 
-59.00, 0.063609 
-58.00, 0.063605 
-57.00, 0.063602 
-56.00, 0.063598 
-55.00, 0.063594 
-54.00, 0.063591 
-53.00, 0.063586 
-52.00, 0.063581 
-51.00, 0.063576 
-50.00, 0.063571 
-49.00, 0.063565 
-48.00, 0.063560 
-47.00, 0.063553 
-46.00, 0.063548 
-45.00, 0.063540 
-44.00, 0.063534 
-43.00, 0.063525 
-42.00, 0.063518 
-41.00, 0.063509 
-40.00, 0.063502 
-39.00, 0.063491 
-38.00, 0.063483 
-37.00, 0.063470 
-36.00, 0.063461 
-35.00, 0.063451 
-34.00, 0.063436 
-33.00, 0.063425 
-32.00, 0.063407 
-31.00, 0.063395 
-30.00, 0.063375 
-29.00, 0.063360 
-28.00, 0.063337 
-27.00, 0.063319 
-26.00, 0.063292 
-25.00, 0.063271 
-24.00, 0.063238 
-23.00, 0.063213 
-22.00, 0.063173 
-21.00, 0.063143 
-20.00, 0.063094 
-19.00, 0.063056 
-18.00, 0.063013 
-17.00, 0.062946 
-16.00, 0.062894 
-15.00, 0.062810 
-14.00, 0.062746 
-13.00, 0.062636 
-12.00, 0.062557 
-11.00, 0.062421 
-10.00, 0.062330 
-9.00, 0.062174 
-8.00, 0.062080 
-7.00, 0.061925 
-6.00, 0.061837 
-5.00, 0.061710 
-4.00, 0.061646 
-3.00, 0.061588 
-2.00, 0.061521 
-1.00, 0.061486 
-1.42E-14, 0.061442 
1.00, 0.061417 
2.00, 0.061386 
