#Magnetic Field (Oe),Voltage (V) 
-50.00, 0.513244 
-49.00, 0.513242 
-48.00, 0.513243 
-47.00, 0.513237 
-46.00, 0.513240 
-45.00, 0.513237 
-44.00, 0.513234 
-43.00, 0.513231 
-42.00, 0.513232 
-41.00, 0.513229 
-40.00, 0.513223 
-39.00, 0.513218 
-38.00, 0.513212 
-37.00, 0.513205 
-36.00, 0.513202 
-35.00, 0.513199 
-34.00, 0.513193 
-33.00, 0.513191 
-32.00, 0.513178 
-31.00, 0.513165 
-30.00, 0.513149 
-29.00, 0.513133 
-28.00, 0.513105 
-27.00, 0.513082 
-26.00, 0.513038 
-25.00, 0.513005 
-24.00, 0.512940 
-23.00, 0.512895 
-22.00, 0.512825 
-21.00, 0.512760 
-20.00, 0.512682 
-19.00, 0.512611 
-18.00, 0.512537 
-17.00, 0.512410 
-16.00, 0.512296 
-15.00, 0.512167 
-14.00, 0.512066 
-13.00, 0.511911 
-12.00, 0.511788 
-11.00, 0.511629 
-10.00, 0.511488 
-9.00, 0.511306 
-8.00, 0.511177 
-7.00, 0.510994 
-6.00, 0.510864 
-5.00, 0.510665 
-4.00, 0.510498 
-3.00, 0.510357 
-2.00, 0.509904 
-1.00, 0.509748 
-6.22E-15, 0.509520 
1.00, 0.509348 
2.00, 0.509107 
3.00, 0.509001 
4.00, 0.508780 
5.00, 0.508611 
6.00, 0.508412 
7.00, 0.508235 
8.00, 0.507971 
9.00, 0.507780 
10.00, 0.507536 
11.00, 0.507352 
12.00, 0.507107 
13.00, 0.506799 
14.00, 0.506524 
15.00, 0.506253 
16.00, 0.506041 
17.00, 0.505730 
18.00, 0.505529 
19.00, 0.505267 
20.00, 0.505079 
21.00, 0.504860 
22.00, 0.504677 
23.00, 0.504440 
24.00, 0.504276 
25.00, 0.504064 
26.00, 0.503918 
27.00, 0.503768 
28.00, 0.503560 
29.00, 0.503412 
30.00, 0.503193 
31.00, 0.503048 
32.00, 0.502844 
33.00, 0.502689 
34.00, 0.502470 
35.00, 0.502316 
36.00, 0.502117 
37.00, 0.501915 
38.00, 0.501621 
39.00, 0.501473 
40.00, 0.501238 
41.00, 0.501081 
42.00, 0.500828 
43.00, 0.500688 
44.00, 0.500384 
45.00, 0.500208 
46.00, 0.500103 
47.00, 0.499927 
48.00, 0.499809 
49.00, 0.499613 
50.00, 0.499540 
51.00, 0.499463 
51.00, 0.499463 
50.00, 0.499534 
49.00, 0.499587 
48.00, 0.499664 
47.00, 0.499734 
46.00, 0.499833 
45.00, 0.499918 
44.00, 0.500039 
43.00, 0.500139 
42.00, 0.500249 
41.00, 0.500400 
40.00, 0.500525 
39.00, 0.500699 
38.00, 0.500873 
37.00, 0.501062 
36.00, 0.501259 
35.00, 0.501471 
34.00, 0.501628 
33.00, 0.501827 
32.00, 0.501990 
31.00, 0.502263 
30.00, 0.502443 
29.00, 0.502655 
28.00, 0.502835 
27.00, 0.503068 
26.00, 0.503222 
25.00, 0.503378 
24.00, 0.503596 
23.00, 0.503766 
22.00, 0.503986 
21.00, 0.504152 
20.00, 0.504376 
19.00, 0.504545 
18.00, 0.504791 
17.00, 0.504976 
16.00, 0.505223 
15.00, 0.505414 
14.00, 0.505662 
13.00, 0.505883 
12.00, 0.506135 
11.00, 0.506332 
10.00, 0.506518 
9.00, 0.506770 
8.00, 0.506960 
7.00, 0.507261 
6.00, 0.507451 
5.00, 0.507707 
4.00, 0.507918 
3.00, 0.508159 
2.00, 0.508273 
1.00, 0.508553 
-6.22E-15, 0.508778 
-1.00, 0.509062 
-2.00, 0.509232 
-3.00, 0.509659 
-4.00, 0.509838 
-5.00, 0.510003 
-6.00, 0.510225 
-7.00, 0.510453 
-8.00, 0.510696 
-9.00, 0.510852 
-10.00, 0.511072 
-11.00, 0.511224 
-12.00, 0.511454 
-13.00, 0.511610 
-14.00, 0.511828 
-15.00, 0.511982 
-16.00, 0.512165 
-17.00, 0.512292 
-18.00, 0.512484 
-19.00, 0.512906 
-20.00, 0.513159 
-21.00, 0.513285 
-22.00, 0.513382 
-23.00, 0.513474 
-24.00, 0.513535 
-25.00, 0.513598 
-26.00, 0.513648 
-27.00, 0.513716 
-28.00, 0.513316 
-29.00, 0.513363 
-30.00, 0.513384 
-31.00, 0.513411 
-32.00, 0.513427 
-33.00, 0.513435 
-34.00, 0.513446 
-35.00, 0.513450 
-36.00, 0.513456 
-37.00, 0.513454 
-38.00, 0.513400 
-39.00, 0.513429 
-40.00, 0.513436 
-41.00, 0.513437 
-42.00, 0.513440 
-43.00, 0.513437 
-44.00, 0.513443 
-45.00, 0.513445 
-46.00, 0.513261 
-47.00, 0.513193 
-48.00, 0.513196 
-49.00, 0.513197 
-50.00, 0.513194 
