#Magnetic Field (Oe),Voltage (V) 
-50.00, 0.139753 
-49.00, 0.139752 
-48.00, 0.139751 
-47.00, 0.139749 
-46.00, 0.139749 
-45.00, 0.139746 
-44.00, 0.139745 
-43.00, 0.139743 
-42.00, 0.139742 
-41.00, 0.139740 
-40.00, 0.139739 
-39.00, 0.139737 
-38.00, 0.139735 
-37.00, 0.139732 
-36.00, 0.139730 
-35.00, 0.139729 
-34.00, 0.139725 
-33.00, 0.139723 
-32.00, 0.139719 
-31.00, 0.139716 
-30.00, 0.139712 
-29.00, 0.139708 
-28.00, 0.139704 
-27.00, 0.139700 
-26.00, 0.139694 
-25.00, 0.139689 
-24.00, 0.139682 
-23.00, 0.139675 
-22.00, 0.139665 
-21.00, 0.139656 
-20.00, 0.139642 
-19.00, 0.139631 
-18.00, 0.139616 
-17.00, 0.139596 
-16.00, 0.139575 
-15.00, 0.139538 
-14.00, 0.139503 
-13.00, 0.139450 
-12.00, 0.139401 
-11.00, 0.139328 
-10.00, 0.139261 
-9.00, 0.139155 
-8.00, 0.139068 
-7.00, 0.138886 
-6.00, 0.138761 
-5.00, 0.138508 
-4.00, 0.138336 
-3.00, 0.138110 
-2.00, 0.137758 
-1.00, 0.137569 
-6.22E-15, 0.136631 
1.00, 0.136184 
2.00, 0.135887 
3.00, 0.135796 
4.00, 0.135433 
5.00, 0.135204 
6.00, 0.135004 
7.00, 0.134921 
8.00, 0.134815 
9.00, 0.134765 
10.00, 0.134693 
11.00, 0.134648 
12.00, 0.134612 
13.00, 0.134571 
14.00, 0.134538 
15.00, 0.134489 
16.00, 0.134469 
17.00, 0.134443 
18.00, 0.134426 
19.00, 0.134404 
20.00, 0.134389 
21.00, 0.134370 
22.00, 0.134358 
23.00, 0.134342 
24.00, 0.134331 
25.00, 0.134317 
26.00, 0.134308 
27.00, 0.134299 
28.00, 0.134287 
29.00, 0.134279 
30.00, 0.134269 
31.00, 0.134262 
32.00, 0.134252 
33.00, 0.134245 
34.00, 0.134234 
35.00, 0.134228 
36.00, 0.134220 
37.00, 0.134215 
38.00, 0.134209 
39.00, 0.134203 
40.00, 0.134197 
41.00, 0.134193 
42.00, 0.134187 
43.00, 0.134183 
44.00, 0.134179 
45.00, 0.134174 
46.00, 0.134170 
47.00, 0.134165 
48.00, 0.134161 
49.00, 0.134156 
50.00, 0.134153 
51.00, 0.134149 
51.00, 0.134149 
50.00, 0.134154 
49.00, 0.134157 
48.00, 0.134161 
47.00, 0.134165 
46.00, 0.134169 
45.00, 0.134173 
44.00, 0.134179 
43.00, 0.134183 
42.00, 0.134188 
41.00, 0.134194 
40.00, 0.134197 
39.00, 0.134204 
38.00, 0.134209 
37.00, 0.134217 
36.00, 0.134223 
35.00, 0.134230 
34.00, 0.134236 
33.00, 0.134244 
32.00, 0.134251 
31.00, 0.134262 
30.00, 0.134269 
29.00, 0.134279 
28.00, 0.134288 
27.00, 0.134299 
26.00, 0.134307 
25.00, 0.134317 
24.00, 0.134330 
23.00, 0.134341 
22.00, 0.134356 
21.00, 0.134368 
20.00, 0.134388 
19.00, 0.134404 
18.00, 0.134426 
17.00, 0.134444 
16.00, 0.134469 
15.00, 0.134489 
14.00, 0.134520 
13.00, 0.134548 
12.00, 0.134586 
11.00, 0.134620 
10.00, 0.134654 
9.00, 0.134716 
8.00, 0.134765 
7.00, 0.134845 
6.00, 0.134915 
5.00, 0.135019 
4.00, 0.135110 
3.00, 0.135257 
2.00, 0.135349 
1.00, 0.135595 
-6.22E-15, 0.135786 
-1.00, 0.136143 
-2.00, 0.136336 
-3.00, 0.136716 
-4.00, 0.136986 
-5.00, 0.137173 
-6.00, 0.137550 
-7.00, 0.137785 
-8.00, 0.138246 
-9.00, 0.138517 
-10.00, 0.139005 
-11.00, 0.139184 
-12.00, 0.139364 
-13.00, 0.139426 
-14.00, 0.139497 
-15.00, 0.139533 
-16.00, 0.139565 
-17.00, 0.139588 
-18.00, 0.139612 
-19.00, 0.139632 
-20.00, 0.139646 
-21.00, 0.139661 
-22.00, 0.139671 
-23.00, 0.139682 
-24.00, 0.139690 
-25.00, 0.139700 
-26.00, 0.139707 
-27.00, 0.139713 
-28.00, 0.139718 
-29.00, 0.139723 
-30.00, 0.139728 
-31.00, 0.139732 
-32.00, 0.139735 
-33.00, 0.139738 
-34.00, 0.139740 
-35.00, 0.139744 
-36.00, 0.139746 
-37.00, 0.139748 
-38.00, 0.139750 
-39.00, 0.139753 
-40.00, 0.139755 
-41.00, 0.139757 
-42.00, 0.139760 
-43.00, 0.139761 
-44.00, 0.139763 
-45.00, 0.139764 
-46.00, 0.139765 
-47.00, 0.139768 
-48.00, 0.139769 
-49.00, 0.139770 
-50.00, 0.139771 
