#Magnetic Field (Oe),Voltage (V) 
-50.00, 0.177047 
-49.00, 0.177047 
-48.00, 0.177045 
-47.00, 0.177044 
-46.00, 0.177043 
-45.00, 0.177042 
-44.00, 0.177041 
-43.00, 0.177040 
-42.00, 0.177039 
-41.00, 0.177037 
-40.00, 0.177036 
-39.00, 0.177034 
-38.00, 0.177033 
-37.00, 0.177030 
-36.00, 0.177029 
-35.00, 0.177027 
-34.00, 0.177024 
-33.00, 0.177022 
-32.00, 0.177019 
-31.00, 0.177017 
-30.00, 0.177013 
-29.00, 0.177010 
-28.00, 0.177005 
-27.00, 0.177002 
-26.00, 0.176996 
-25.00, 0.176992 
-24.00, 0.176984 
-23.00, 0.176978 
-22.00, 0.176968 
-21.00, 0.176962 
-20.00, 0.176950 
-19.00, 0.176939 
-18.00, 0.176927 
-17.00, 0.176908 
-16.00, 0.176889 
-15.00, 0.176859 
-14.00, 0.176833 
-13.00, 0.176787 
-12.00, 0.176750 
-11.00, 0.176674 
-10.00, 0.176612 
-9.00, 0.176472 
-8.00, 0.176352 
-7.00, 0.176105 
-6.00, 0.175857 
-5.00, 0.175453 
-4.00, 0.175105 
-3.00, 0.174733 
-2.00, 0.174273 
-1.00, 0.174010 
-6.22E-15, 0.173699 
1.00, 0.173452 
2.00, 0.172976 
3.00, 0.172834 
4.00, 0.172254 
5.00, 0.171925 
6.00, 0.171271 
7.00, 0.170957 
8.00, 0.170804 
9.00, 0.170728 
10.00, 0.170631 
11.00, 0.170572 
12.00, 0.170524 
13.00, 0.170465 
14.00, 0.170422 
15.00, 0.170372 
16.00, 0.170339 
17.00, 0.170302 
18.00, 0.170274 
19.00, 0.170240 
20.00, 0.170217 
21.00, 0.170189 
22.00, 0.170171 
23.00, 0.170148 
24.00, 0.170132 
25.00, 0.170111 
26.00, 0.170098 
27.00, 0.170084 
28.00, 0.170067 
29.00, 0.170056 
30.00, 0.170041 
31.00, 0.170030 
32.00, 0.170017 
33.00, 0.170007 
34.00, 0.169995 
35.00, 0.169986 
36.00, 0.169975 
37.00, 0.169967 
38.00, 0.169957 
39.00, 0.169949 
40.00, 0.169940 
41.00, 0.169933 
42.00, 0.169924 
43.00, 0.169918 
44.00, 0.169912 
45.00, 0.169904 
46.00, 0.169899 
47.00, 0.169892 
48.00, 0.169886 
49.00, 0.169879 
50.00, 0.169874 
51.00, 0.169868 
51.00, 0.169868 
50.00, 0.169875 
49.00, 0.169880 
48.00, 0.169888 
47.00, 0.169893 
46.00, 0.169901 
45.00, 0.169906 
44.00, 0.169914 
43.00, 0.169921 
42.00, 0.169928 
41.00, 0.169937 
40.00, 0.169944 
39.00, 0.169953 
38.00, 0.169961 
37.00, 0.169972 
36.00, 0.169981 
35.00, 0.169992 
34.00, 0.170002 
33.00, 0.170015 
32.00, 0.170025 
31.00, 0.170040 
30.00, 0.170051 
29.00, 0.170066 
28.00, 0.170079 
27.00, 0.170095 
26.00, 0.170109 
25.00, 0.170123 
24.00, 0.170144 
23.00, 0.170160 
22.00, 0.170183 
21.00, 0.170201 
20.00, 0.170228 
19.00, 0.170252 
18.00, 0.170287 
17.00, 0.170314 
16.00, 0.170352 
15.00, 0.170385 
14.00, 0.170432 
13.00, 0.170472 
12.00, 0.170534 
11.00, 0.170581 
10.00, 0.170636 
9.00, 0.170728 
8.00, 0.170802 
7.00, 0.170912 
6.00, 0.171020 
5.00, 0.171219 
4.00, 0.171373 
3.00, 0.171589 
2.00, 0.171703 
1.00, 0.172038 
-6.22E-15, 0.172400 
-1.00, 0.172806 
-2.00, 0.173008 
-3.00, 0.173745 
-4.00, 0.173955 
-5.00, 0.174228 
-6.00, 0.174573 
-7.00, 0.175148 
-8.00, 0.175847 
-9.00, 0.176016 
-10.00, 0.176403 
-11.00, 0.176535 
-12.00, 0.176730 
-13.00, 0.176777 
-14.00, 0.176843 
-15.00, 0.176880 
-16.00, 0.176915 
-17.00, 0.176936 
-18.00, 0.176957 
-19.00, 0.176968 
-20.00, 0.176979 
-21.00, 0.176992 
-22.00, 0.176999 
-23.00, 0.177009 
-24.00, 0.177015 
-25.00, 0.177023 
-26.00, 0.177028 
-27.00, 0.177034 
-28.00, 0.177039 
-29.00, 0.177044 
-30.00, 0.177047 
-31.00, 0.177050 
-32.00, 0.177054 
-33.00, 0.177058 
-34.00, 0.177061 
-35.00, 0.177064 
-36.00, 0.177066 
-37.00, 0.177068 
-38.00, 0.177071 
-39.00, 0.177072 
-40.00, 0.177074 
-41.00, 0.177076 
-42.00, 0.177078 
-43.00, 0.177080 
-44.00, 0.177082 
-45.00, 0.177082 
-46.00, 0.177084 
-47.00, 0.177085 
-48.00, 0.177086 
-49.00, 0.177088 
-50.00, 0.177089 
