#Magnetic Field (Oe),Voltage (V) 
-50.00, 0.513194 
-49.00, 0.513194 
-48.00, 0.513194 
-47.00, 0.513191 
-46.00, 0.513189 
-45.00, 0.513185 
-44.00, 0.513184 
-43.00, 0.513182 
-42.00, 0.513179 
-41.00, 0.513178 
-40.00, 0.513177 
-39.00, 0.513174 
-38.00, 0.513173 
-37.00, 0.513170 
-36.00, 0.513166 
-35.00, 0.513167 
-34.00, 0.513158 
-33.00, 0.513159 
-32.00, 0.513144 
-31.00, 0.513122 
-30.00, 0.513087 
-29.00, 0.513058 
-28.00, 0.513025 
-27.00, 0.512996 
-26.00, 0.512942 
-25.00, 0.512894 
-24.00, 0.512822 
-23.00, 0.512761 
-22.00, 0.512673 
-21.00, 0.512599 
-20.00, 0.512479 
-19.00, 0.512393 
-18.00, 0.512304 
-17.00, 0.512172 
-16.00, 0.512063 
-15.00, 0.511901 
-14.00, 0.511782 
-13.00, 0.511606 
-12.00, 0.511466 
-11.00, 0.511283 
-10.00, 0.511146 
-9.00, 0.510954 
-8.00, 0.510808 
-7.00, 0.510608 
-6.00, 0.510449 
-5.00, 0.510248 
-4.00, 0.510095 
-3.00, 0.509943 
-2.00, 0.509469 
-1.00, 0.509287 
-6.22E-15, 0.509054 
1.00, 0.508865 
2.00, 0.508633 
3.00, 0.508520 
4.00, 0.508285 
5.00, 0.508108 
6.00, 0.507860 
7.00, 0.507663 
8.00, 0.507407 
9.00, 0.507206 
10.00, 0.506946 
11.00, 0.506743 
12.00, 0.506534 
13.00, 0.506250 
14.00, 0.506051 
15.00, 0.505763 
16.00, 0.505548 
17.00, 0.505288 
18.00, 0.505097 
19.00, 0.504825 
20.00, 0.504657 
21.00, 0.504436 
22.00, 0.504271 
23.00, 0.504041 
24.00, 0.503876 
25.00, 0.503644 
26.00, 0.503484 
27.00, 0.503332 
28.00, 0.503112 
29.00, 0.502968 
30.00, 0.502727 
31.00, 0.502582 
32.00, 0.502367 
33.00, 0.502182 
34.00, 0.501978 
35.00, 0.501792 
36.00, 0.501605 
37.00, 0.501411 
38.00, 0.501207 
39.00, 0.501042 
40.00, 0.500823 
41.00, 0.500676 
42.00, 0.500480 
43.00, 0.500361 
44.00, 0.500246 
45.00, 0.500110 
46.00, 0.500003 
47.00, 0.499897 
48.00, 0.499830 
49.00, 0.499739 
50.00, 0.499684 
51.00, 0.499601 
51.00, 0.499562 
50.00, 0.499635 
49.00, 0.499689 
48.00, 0.499766 
47.00, 0.499839 
46.00, 0.499941 
45.00, 0.500025 
44.00, 0.500153 
43.00, 0.500269 
42.00, 0.500388 
41.00, 0.500556 
40.00, 0.500701 
39.00, 0.500918 
38.00, 0.501068 
37.00, 0.501282 
36.00, 0.501474 
35.00, 0.501663 
34.00, 0.501828 
33.00, 0.502060 
32.00, 0.502220 
31.00, 0.502426 
30.00, 0.502570 
29.00, 0.502780 
28.00, 0.502921 
27.00, 0.503134 
26.00, 0.503292 
25.00, 0.503456 
24.00, 0.503679 
23.00, 0.503840 
22.00, 0.504085 
21.00, 0.504243 
20.00, 0.504476 
19.00, 0.504634 
18.00, 0.504876 
17.00, 0.505061 
16.00, 0.505300 
15.00, 0.505483 
14.00, 0.505725 
13.00, 0.505943 
12.00, 0.506177 
11.00, 0.506365 
10.00, 0.506536 
9.00, 0.506815 
8.00, 0.507062 
7.00, 0.507330 
6.00, 0.507516 
5.00, 0.507757 
4.00, 0.507976 
3.00, 0.508234 
2.00, 0.508353 
1.00, 0.508642 
-6.22E-15, 0.508820 
-1.00, 0.509148 
-2.00, 0.509345 
-3.00, 0.509580 
-4.00, 0.509759 
-5.00, 0.509990 
-6.00, 0.510203 
-7.00, 0.510355 
-8.00, 0.510571 
-9.00, 0.510736 
-10.00, 0.510956 
-11.00, 0.511104 
-12.00, 0.511306 
-13.00, 0.511457 
-14.00, 0.511653 
-15.00, 0.511787 
-16.00, 0.511966 
-17.00, 0.512090 
-18.00, 0.512256 
-19.00, 0.512354 
-20.00, 0.512448 
-21.00, 0.512575 
-22.00, 0.512660 
-23.00, 0.512742 
-24.00, 0.512799 
-25.00, 0.512880 
-26.00, 0.512923 
-27.00, 0.512985 
-28.00, 0.513015 
-29.00, 0.513038 
-30.00, 0.513066 
-31.00, 0.513105 
-32.00, 0.513121 
-33.00, 0.513137 
-34.00, 0.513142 
-35.00, 0.513146 
-36.00, 0.513141 
-37.00, 0.513138 
-38.00, 0.513145 
-39.00, 0.513148 
-40.00, 0.513152 
-41.00, 0.513152 
-42.00, 0.513156 
-43.00, 0.513158 
-44.00, 0.513160 
-45.00, 0.513159 
-46.00, 0.513160 
-47.00, 0.513167 
-48.00, 0.513168 
-49.00, 0.513167 
-50.00, 0.513170 
