0	10.4663119497	0	0.5906681719
1	9.4663376262	0	0.5617433185
2	9.2663172232	0	0.5557777337
3	7.0663376061	0	0.4853406596
4	6.7663276483	0	0.4749268953
5	5.5996560039	0	0.4320493803
6	5.166320715	0	0.4149966537
7	3.7996437113	0	0.3559026089
8	2.4996468568	0	0.2886751352
9	1.6329892738	0	0.2333333341
10	1.2996718831	0	0.2081666007
12	0.1396617158	0	0.026457516
15	0.0696642517	0	0.0187082909
20	0.0496617158	0	0.0158113931
-1	10.9329963388	0	0.6036923428
-2	8.9996758725	0	0.5477225578
-3	7.7663213451	0	0.5088112511
-4	7.5663019922	0	0.5022173061
-5	5.466335536	0	0.4268749495
-6	4.8329699718	0	0.4013864864
-7	3.6663149004	0	0.3496029499
-8	3.0330038113	0	0.3179797343
-9	1.6663288005	0	0.2357022611
-10	1.4329964386	0	0.2185812849
-12	0.2646606993	0	0.0364005515
-15	0.044641728	0	0.0150000056
-20	0.0546527193	0	0.0165831288





